epoch,stage,trainable_parameter_count,early_stopping_wait,learning_rate_default,train_total,train_point,train_quantile,train_decomposition,train_smoothness,train_sparsity,train_gradient_norm,validation_total,validation_point,validation_quantile,validation_decomposition,validation_smoothness,validation_sparsity,validation_mae_aud_per_mwh,validation_rmse_aud_per_mwh,validation_coverage_80,validation_mean_width_80_aud_per_mwh,validation_coverage_90,validation_mean_width_90_aud_per_mwh,validation_mean_ctf_fusion_weight,validation_mean_dgf_fusion_weight,validation_std_dgf_fusion_weight,validation_selection_total,validation_selection_mae,validation_selection_rmse
26,training,150584,0,0.00027581922202198544,0.5130166480169942,0.16454846480833918,0.02775125922796161,0.3205337103602722,0.036875435289338954,0.14633743574675404,7.131860960734023,2.967646788560554,2.2525680362253007,0.22216929367164515,0.4927164005810416,0.04226354249051981,0.15086509355578281,109.29012753099248,335.03125206472004,0.441417725382473,108.44967452387596,0.5446043645797566,147.9472151780264,1.0,0.2529260104817094,0.2222530358069366,2.967646788560554,109.29012753099248,335.03125206472004
27,training,150584,0,0.00027353400556094886,0.5204839819165147,0.17237741490423678,0.02782146906123581,0.3201045544596951,0.036737628566807394,0.14380616350437025,7.548117065601674,2.9751588643838818,2.257510403738908,0.22381269888430272,0.49364665757126647,0.04239374849720604,0.1467573562895145,109.47239753228607,335.40507971392094,0.43734023883102513,106.57448121211634,0.5391820228148487,146.07275116780644,1.0,0.2575139840389352,0.22318191944136298,2.9751588643838818,109.47239753228607,335.40507971392094
28,training,150584,0,0.0002711561181906553,0.5051157460145119,0.15697055662701476,0.027500435274881132,0.320468209831878,0.03745539123932192,0.13908887641057874,6.16567122495194,2.991516660500258,2.270467111933582,0.22660009290980804,0.49426410282541294,0.042801431552789995,0.14254114629236664,110.34419899296812,336.28044350994435,0.43217065354240586,105.67686738749953,0.5324863606882606,145.48057474825694,1.0,0.260964306110983,0.2239463642660034,2.991516660500258,110.34419899296812,336.28044350994435
29,training,150584,0,0.00026868736564536445,0.5025928634135776,0.15551044403302391,0.027286109097291383,0.31962509269856226,0.03731751052348312,0.13390050817148408,5.848664544517534,3.0552224247864856,2.33203507801229,0.22817911985863792,0.49482706316174463,0.043081096790818785,0.1380447693867529,111.0582870722663,341.08297704979526,0.4289372782419595,105.60745138312636,0.5284899469688299,145.66764613527002,1.0,0.2676891827409577,0.22661149643898118,3.0552224247864856,111.0582870722663,341.08297704979526
30,training,150584,0,0.0002661296226610736,0.49711829989182094,0.15025444743550506,0.026994478464058006,0.31970104372224817,0.037485688659253134,0.13084388810519834,5.913147240218585,2.9847464877026937,2.2618779683053063,0.2272976933379113,0.49539320502219997,0.04349029699251562,0.13412076985759622,110.48676462731237,335.5836132945195,0.4281027049711953,105.17560120199416,0.5275599938956926,145.340038980533,1.0,0.2729073306495515,0.2284796333549693,2.9847464877026937,110.48676462731237,335.5836132945195
31,training,150584,0,0.00026348483155186906,0.49099147985072317,0.1445129362069613,0.026834376908434685,0.3194790171540513,0.03778099170637696,0.12736773857859593,5.955345198462709,2.9011555165009777,2.179474744954292,0.22541475175013595,0.49609160861427865,0.04386102888595428,0.13047834986937432,109.91399161715859,328.97004666380684,0.42720613482888864,105.35667817334564,0.5296440425775438,146.2125316839781,1.0,0.2751964723944259,0.2291163653625461,2.9011555165009777,109.91399161715859,328.97004666380684
32,training,150584,0,0.00026075500073496005,0.493691314212872,0.14799608730350372,0.026847528853224594,0.3186845069149636,0.03735902788427568,0.1258344603971914,6.237118977944563,2.9403931021782466,2.2199671205895997,0.22350595427786402,0.49674803032256776,0.043960367532269395,0.12798916278250283,109.88383729263835,332.2963794660398,0.4287942085383999,106.46149837794724,0.5364160085460303,148.99325225155945,1.0,0.274342511202423,0.2281677346390861,2.9403931021782466,109.88383729263835,332.2963794660398
33,training,150584,0,0.000257942203205515,0.49979611384991773,0.15372744557359377,0.026857744169571224,0.3190527054927057,0.03811736041735761,0.12010220798337749,6.432971051753578,2.8794282355899123,2.158394337690496,0.22251901007771724,0.49834620106794325,0.044245663370702175,0.12444174362870339,109.41144449208467,327.32900198656216,0.42604727023005606,105.8964192484787,0.5403695013543932,149.67039989174393,1.0,0.27368812856477354,0.2274670186222312,2.8794282355899123,109.41144449208467,327.32900198656216
34,training,150584,0,0.00025504857496245825,0.48505007983802684,0.14004103686801458,0.026477626581240792,0.31837598081094065,0.03744471294942599,0.11799224970090648,5.8045980814378835,2.8715809268628116,2.151881321319811,0.22057099727393767,0.498962491441591,0.044445322648064285,0.12161054945454604,108.67215622138606,326.9248513435021,0.42611880508183586,106.4400882576137,0.5479855785738812,151.82287568315783,1.0,0.27504217028413197,0.2273605108053658,2.8715809268628116,108.67215622138606,326.9248513435021
35,training,150584,0,0.00025207631338642256,0.4819522202258116,0.1375279528192878,0.026360491763881184,0.3179096801470121,0.03768769389793381,0.11640820529373241,5.849578341738049,2.9001369476224554,2.181352050315567,0.21900884088231562,0.4996126641811332,0.044578490377579355,0.11894677252027636,107.98849245478699,329.49495210469854,0.4254606844454618,106.73185140318593,0.5532886955858227,153.4192576068373,1.0,0.27598944281927756,0.22653637287835302,2.9001369476224554,107.98849245478699,329.49495210469854
