epoch,stage,trainable_parameter_count,early_stopping_wait,learning_rate_default,train_total,train_point,train_quantile,train_decomposition,train_smoothness,train_sparsity,validation_total,validation_point,validation_quantile,validation_decomposition,validation_smoothness,validation_sparsity,validation_mae_aud_per_mwh,validation_rmse_aud_per_mwh,validation_coverage_80,validation_mean_width_80_aud_per_mwh,validation_coverage_90,validation_mean_width_90_aud_per_mwh,validation_mean_ctf_fusion_weight,validation_mean_dgf_fusion_weight,validation_std_dgf_fusion_weight,validation_selection_total,validation_selection_mae,validation_selection_rmse
0,training,167180,0,0.0003,0.6855840296112065,0.4200261035108785,0.04870642238607962,0.21421839526148725,0.029701355055666196,2.6034032270934153,1.1924776445370293,0.7197921870228791,0.20451794009384108,0.2665391563738158,0.06929028820627216,1.5590676596607593,85.10673977901097,428.243604041011,0.46407996642630955,85.4321864880799,0.6716979512418451,157.3876317880613,1.0,0.5774575387329554,0.24449186480629895,1.1924776445370293,85.10673977901097,428.243604041011
1,training,167180,0,0.0003,0.5519153622183021,0.34456842844985425,0.044723195746771326,0.16202130084300584,0.033729913858821604,0.5687069890825889,1.1424049671999006,0.6810454842058352,0.19482616819607607,0.2661699307166808,0.0685788023467739,0.2948062003368342,82.7184013327986,423.7131464877086,0.5210837053145626,100.64539279787112,0.7033306626988669,163.82072356459358,1.0,0.5679703160474021,0.24860490322488002,1.1424049671999006,82.7184013327986,423.7131464877086
2,training,167180,1,0.0003,0.5396468230245427,0.33363317783807717,0.04390361327958549,0.16178386779795537,0.033725413111588776,0.29243691456562454,1.1593457252704757,0.6917421426498277,0.1997623433415143,0.26748149743700406,0.06609188141236251,0.293648235528,83.88354022274314,424.13676567755056,0.490476326733051,90.79578502495374,0.6696329785204685,150.22857583350026,1.0,0.5747492003116125,0.2545943961328588,1.1593457252704757,83.88354022274314,424.13676567755056
3,training,167180,0,0.0003,0.5340484234514449,0.3284838403693269,0.04347656494966792,0.1617804768006763,0.033793221272101,0.27374885951873656,1.1347817689252007,0.6649096374709832,0.20169544819973967,0.2678398071160725,0.06891957144807784,0.2679776904361123,81.93256180387647,420.4454057768183,0.47902598145816644,89.17789469503501,0.6571620693601923,146.0540793792444,1.0,0.5235561391079395,0.24757290801548804,1.1347817689252007,81.93256180387647,420.4454057768183
4,training,167180,1,0.0003,0.5310926630657953,0.3258302381597698,0.043206178213779464,0.16177246562678524,0.033872687755323094,0.24990990013504283,1.1711142947659607,0.6945480261110148,0.20808976569510482,0.2681548984799544,0.06855993995141749,0.25303459082374835,84.63747005223236,424.082760746231,0.4598594101713021,85.15920748177054,0.6322440959902331,138.44049082744363,1.0,0.5138118118519576,0.2505091353775464,1.1711142947659607,84.63747005223236,424.082760746231
5,training,167180,2,0.0003,0.5291979930888907,0.32411174175341345,0.043022951995355815,0.16180204966867187,0.033885447044647986,0.2273644357053926,1.1496807592567595,0.6697931922081066,0.21328594707356782,0.2663056741996148,0.06879791722794863,0.2271467799352156,82.2484027888309,421.865498502931,0.4348555949792072,78.3979876873617,0.6054662164739995,130.0252465493376,1.0,0.4679908376953293,0.250988513927012,1.1496807592567595,82.2484027888309,421.865498502931
6,training,167180,0,0.0003,0.5273521972446162,0.32248645559357714,0.042866748400881144,0.16175891137000734,0.03394841225320318,0.20613361348070494,1.12599666854453,0.6546322529363976,0.20363766004111716,0.26746899149634,0.06616553476770395,0.19159517759989994,80.38716512561221,417.1603927037315,0.48270287283964747,87.92034959380126,0.6528461333028118,143.0710723715115,1.0,0.39519846880068915,0.24158404307695136,1.12599666854453,80.38716512561221,417.1603927037315
7,training,167180,1,0.0003,0.5264651925614435,0.32165387463643963,0.04274490854731602,0.16184624943181772,0.03391953900616571,0.18624044047375254,1.2474672379047003,0.7764992640897694,0.20099187463554363,0.26970069605677627,0.06948973270190913,0.20592057028003152,90.3143837883546,427.89932245051426,0.4819302964404258,96.64018759418755,0.6643250925184083,156.05583697564953,1.0,0.5183100622333651,0.27178815840640214,1.2474672379047003,90.3143837883546,427.89932245051426
8,training,167180,2,0.0003,0.5258456180359605,0.32107122508819946,0.04271323015710939,0.16185834827270448,0.03395042742504475,0.16886616633970028,1.2307287277605845,0.7592329243179916,0.20029749902692454,0.27094721122663706,0.06902358271723087,0.18207551768507743,88.90632478558919,426.5492918920338,0.5030807676166495,98.95355920164721,0.6687840982793484,157.31177638026497,1.0,0.4898067844177365,0.26838506793712713,1.2307287277605845,88.90632478558919,426.5492918920338
9,training,167180,3,0.0003,0.5247367899566089,0.3200025682733546,0.042639379839475806,0.16190526864649007,0.03388563424472616,0.15568791652869554,1.1779660320880962,0.7007296799324028,0.2075363244845162,0.2694707113984685,0.0666734454058613,0.16264524765093513,85.4967436692774,424.9672984709594,0.4653199038571592,87.99098705576857,0.6287627332036168,139.49425530430926,1.0,0.4404342873749295,0.2660864829002637,1.1779660320880962,85.4967436692774,424.9672984709594
