epoch,train_total,train_point,train_quantile,train_decomposition,train_smoothness,train_sparsity,validation_total,validation_point,validation_quantile,validation_decomposition,validation_smoothness,validation_sparsity,validation_mae_aud_per_mwh,validation_rmse_aud_per_mwh,validation_coverage_80,validation_mean_width_80_aud_per_mwh,validation_coverage_90,validation_mean_width_90_aud_per_mwh
0,8.002832833400715,7.251135298753752,0.27956787868975513,0.47068686127738535,0.03663521772500566,1.4061595393692556,15.986670172213143,15.344983702367948,0.29681607793653747,0.3445360728671598,0.04292834523664032,0.2903638726768251,68.12201654958795,288.92473387597175,0.6227299607035214,174.50714899562087,0.8671311663042234,341.6048843996795
1,7.885757169150276,7.205644611995349,0.2637916007725089,0.41599639536434707,0.04146625264578544,0.2830534755498793,15.943633920897796,15.308315686759597,0.2902851326147424,0.3447143708464345,0.04276295586409088,0.275030946228779,69.16361904446279,292.6741108021103,0.6475954751821754,183.4690269367465,0.8751812216245088,342.15424605544905
2,7.876826351398241,7.198626431879052,0.26165433992882026,0.41623405881136444,0.04137362181204544,0.270093248610343,15.936714803686783,15.302575060694172,0.2887877373113722,0.3450515993034129,0.041128219793801914,0.25917765170359647,67.83121114670219,289.86250287759987,0.6493504635458396,183.5630286500062,0.8753719812292549,340.28174105695126
3,7.870919435687653,7.193905121466145,0.2608718174656182,0.41584723408903956,0.041348884535654794,0.25389589200934554,15.921890698261606,15.289985679701454,0.28774893141091656,0.3438593175996014,0.044297867915825996,0.2518695880295115,67.1222602338057,288.5561065941131,0.650289954599214,182.5942865486461,0.874642325741101,337.39746108653094
4,7.867665599998844,7.191250551726109,0.26042233980046553,0.4157072180459275,0.04142577454760006,0.24407917794688974,15.913572291651402,15.282097847951254,0.28640534457672484,0.3447845466106642,0.04552178469318008,0.23877500558050926,67.47800191534566,289.6929354389344,0.6584020067910419,184.95360594147616,0.8802029682194499,342.0878269142726
5,7.865049559538554,7.188760347812096,0.26013225488257813,0.41588158554992144,0.04141880082805505,0.23398666291256293,15.904729584568601,15.271355123439806,0.28718806935745667,0.3459178316514034,0.0459422562576219,0.22206655488013402,69.51932086022596,294.48644774525786,0.6537665483957117,183.68789593795304,0.8789487238182443,342.4115750245603
6,7.863049579639848,7.187275867889555,0.2598680480479291,0.4156392202470239,0.041546868981112796,0.22491661377774377,15.906147477097951,15.275005683662744,0.2870056870512522,0.34387382172509434,0.0449203708512574,0.2166920238158189,68.24281782636584,291.72481885950526,0.6562225783068177,184.1649428257697,0.8792014802945328,341.21540462794724
7,7.861272742091328,7.185612016801779,0.2596754437568475,0.415725742037801,0.04151702249099557,0.21805651318408653,15.913818517606673,15.283402508209345,0.28687204737964533,0.3432929982367596,0.04336299768334479,0.20791571236242073,67.83878318993577,290.3151410608746,0.6564181069016825,184.97483338713351,0.8794160848498722,341.5495966030483
8,7.859493117789039,7.184268566494117,0.25947483536246635,0.4154979067209225,0.04154903604533871,0.21026015250986296,15.889768240427799,15.259787403266245,0.2855237324975701,0.3442024667004883,0.046829224497939435,0.20833715302039302,68.70408150852397,293.1982950315577,0.6619215214986075,187.45089294496466,0.8827209950020983,342.3796163451771
9,7.858804042561934,7.183670806423283,0.25932983318989283,0.41555911889196545,0.04151095573405686,0.2028100587073892,15.911565725476187,15.280054470794731,0.2866258784127451,0.34463389463278415,0.04535132464282816,0.2064021037787257,66.75374280031524,288.066277508317,0.6556169165617489,184.56246702690424,0.8779520048834459,337.1292763310848
10,7.8576840072801675,7.182625968173815,0.2592015972456209,0.41561437723818456,0.04149695787821224,0.2005982282422007,15.899923394027066,15.270948784550145,0.28585657746339943,0.34288213327245637,0.045212481808332226,0.19120595071119834,67.5673696232617,289.72505962498315,0.6627894777002022,186.97521896743615,0.882711457021861,342.0929829377456
11,7.856713030459027,7.181683130439614,0.2591216001901791,0.41567278365576565,0.04152688351115607,0.19392882134193457,15.901583433703834,15.27152973594594,0.2857478427794182,0.34408133367222127,0.04393098473376631,0.17962451034761803,68.40414847278308,291.6612882591971,0.6640723360421197,186.12017462029897,0.8840420052649651,341.9761206232593
12,7.855959305886125,7.1811821923101755,0.2590562428421165,0.41549207544442734,0.04165632337807944,0.18712032425403205,15.90616147838387,15.275991911099897,0.2862106664930231,0.3437289310849694,0.0430195140687002,0.18714884872313453,68.70203025596362,291.7784842058496,0.6638529624966617,187.37790863687957,0.8826733051009118,344.033165680976
13,7.855074014257934,7.180345398549411,0.25892682417152524,0.41557532154396826,0.04154392291079471,0.18493607590338906,15.912803798139647,15.282986902598456,0.2862216555016175,0.34336550237522034,0.04334921639165767,0.18576870785843416,66.36823078178949,286.87120934367954,0.6636049750104918,185.36599461908884,0.8837797108084392,343.22206727972036
14,7.85405091307231,7.179376370108418,0.25886596056917066,0.4155841018033818,0.041669047967176076,0.18282030496509857,15.914248901236531,15.283701620072458,0.2865598238181697,0.3437681913860223,0.04298085547856585,0.17629180329607597,66.48282100780385,287.00652893933596,0.6597897829155698,185.22361008528148,0.8808610888558239,340.6380456842428
15,7.853759489431748,7.1791881413406315,0.2587958636005253,0.415554760787851,0.04158563847164704,0.17912035392283568,15.90439400770332,15.274982290296188,0.2858753226807451,0.3433110629705866,0.043442170659379255,0.18173683994562986,66.89499774478928,287.88805009070245,0.6600377704017397,185.3537370477209,0.8809898515890275,339.2278408128982
16,7.852711225531465,7.178031816498575,0.25873754105994706,0.41572428851054627,0.041616193943610026,0.17593840381453932,15.901120837935187,15.27204334568729,0.2856404142657011,0.3432022801959516,0.04334514433852974,0.19112771632156425,66.71424348131211,287.7592404129832,0.6644109343405441,187.13193347825103,0.8837844797985579,342.79741017010986
17,7.851922608903601,7.177424079980063,0.2586710345731857,0.4156073093790769,0.0418175146211203,0.17836073223502844,15.894770339593553,15.265707221377205,0.2857257797248142,0.34311948528862307,0.04368346277869538,0.17344374172206165,67.4812805308512,289.24315025641215,0.6621361260539468,185.81464582200698,0.8821105642669108,342.03380096262066
18,7.851270501828755,7.176677360468987,0.25860514123590217,0.41576588712647855,0.04156560992668748,0.18051977369404099,15.909354421964728,15.279051735214365,0.28599560838945265,0.34407981997894127,0.0424845164721258,0.18468778587675647,67.18159181736675,288.69123429644264,0.663094693067796,186.4481784395149,0.8822917858914197,342.42234228651614
19,7.849936785254431,7.1754177496715865,0.2584870912809143,0.4158062779193094,0.04173876644978043,0.1839608997284083,15.900731986381102,15.270349351556401,0.28578639652461063,0.34434970908734214,0.04315730085907914,0.2036963826962326,66.51289694204903,287.10343908390735,0.6625081072832018,185.80861899211567,0.8822154820495212,341.3838718119301
20,7.850111741078633,7.175629100664073,0.25843520572022755,0.4158170318485032,0.04165800485950333,0.18875587484576575,15.887072018304297,15.258234547149048,0.28551684541349975,0.34307425146901366,0.04522941971155726,0.20088590372341428,67.7657467396501,289.80248751689896,0.6657891724848346,188.22023468349406,0.8836080271641678,344.60463894571933
21,7.84874645958951,7.1742808702473635,0.2583295835673837,0.41589849519007427,0.041637953879326,0.19584143333321985,15.908629479657407,15.278571613336764,0.28557526794439925,0.34424045168249673,0.044304000149145546,0.19769415224739134,66.37691579740644,286.5660749467403,0.6669480370836671,188.61083544733722,0.8843138377017283,343.9722767054505
22,7.848188542643431,7.173638476878431,0.2582755664589764,0.41603180091196595,0.04176817658749425,0.20096893072572852,15.898151285215553,15.269060029684168,0.2852707128612376,0.34356931553247716,0.04450753427674395,0.2068609486315798,66.54380123683758,286.87949154804875,0.6668383503109382,189.4472045782007,0.8848098126740681,345.67593370865285
23,7.8466828544285425,7.172206884545433,0.2581794472967913,0.4160495768671526,0.04166360770249603,0.205264661602106,15.909693932838895,15.278140603326014,0.2857956746046284,0.3455051045041479,0.04225215354022519,0.2101969845107754,65.2616343752012,283.87352331464564,0.6632282247911182,187.07761920761442,0.8828736026858952,342.4712032728387
24,7.84583998673531,7.171189358890715,0.2581032340107958,0.4162928890004308,0.041648189796790025,0.21289451220645753,15.902408965047087,15.271896530551196,0.2862783509935628,0.34396080946477503,0.04370058233043524,0.22910419976471136,65.91611819554528,284.4595694891059,0.6607721948800122,185.48966677203154,0.8805892564190607,340.5833170144453
25,7.844526663044906,7.169710920756372,0.25802782837391414,0.41652544905764544,0.04173818382089532,0.22075821292803477,15.890378427543697,15.260890902132495,0.2850384394087889,0.3441660449742807,0.04415887488309996,0.23819191192746966,66.23532902157014,285.9271200227735,0.6671817175994811,188.6505860790794,0.8822965548815382,343.63472896338845
26,7.844104222155768,7.169098290542145,0.2579497527511381,0.41678959664708887,0.041694413819745715,0.22488991417001822,15.90318101377772,15.271235174703369,0.28588180421513987,0.345755207357137,0.043186859114192996,0.2651499903088128,66.44165092154773,285.4781581965744,0.6660371599710045,187.34833901662827,0.88374155888749,344.0113717314534
27,7.842698231471508,7.167612236052304,0.25785765392020027,0.41695027844049387,0.04171141293179823,0.2363131717801952,15.900697505670568,15.269269945232768,0.2859206533399943,0.34521811780305206,0.043339504805871384,0.2440795144323109,66.55408279764161,286.35044589227647,0.6680162908702453,190.05853182764392,0.8849338064171531,345.6665697220394
28,7.841067974457646,7.1658720529371465,0.257787639201597,0.41712138745088373,0.041707858282570454,0.24518732157940204,15.922336711106645,15.288551924920974,0.286692864301754,0.3467843157892794,0.04233515999773772,0.2649367025593837,65.49593563748581,283.7042632815667,0.6629230094235244,187.63549759046774,0.8835126473617947,342.7091503954685
29,7.839766269915155,7.164077321360835,0.25771400694297647,0.41767810635994496,0.04170151972334938,0.2551345134751092,15.908424658429858,15.276559842186115,0.28593088218129387,0.3456027484075202,0.042748099530031086,0.28884260843353277,65.66830495914614,284.2162039779487,0.664534928083629,188.22809900900384,0.883536492312388,344.8270551813885
