epoch,train_origin_hour,train_samples,train_total,train_point,train_quantile,train_decomposition,train_smoothness,train_sparsity,validation_total,validation_point,validation_quantile,validation_decomposition,validation_smoothness,validation_sparsity,validation_mae_aud_per_mwh,validation_rmse_aud_per_mwh,validation_coverage_80,validation_mean_width_80_aud_per_mwh,validation_coverage_90,validation_mean_width_90_aud_per_mwh
0,0,2554,1.7726413695347336,1.0126859365540177,0.059381388445780815,0.6977313050742063,0.006630280305986631,2.8360782169978322,3.011341888322374,1.9983150283371651,0.252295892102789,0.7578897661518502,0.02138685379222102,2.8197792541848394,116.26275190699992,233.06798693318493,0.2997024150165961,78.04042367410152,0.5670376940978978,179.39547808082722
1,1,2553,1.4015833359580856,0.9714472139764196,0.051271070581392075,0.37586327261939684,0.0436176445249058,2.9581858853102196,2.315457587849566,1.6298824427842316,0.1685997227685865,0.5141486622665162,0.035910479645313534,2.790831475286799,92.81613993170807,210.48869961423867,0.3703645416046698,73.65475447450498,0.6787369806569761,176.3196729337158
2,2,2553,1.319357776835625,0.9545357570145534,0.04615355177012393,0.3157439315396106,0.044250412173262775,2.8802660386608108,2.0798911684653953,1.4219745175551193,0.149954471396468,0.5052243270686894,0.03902374510405483,2.69884290790154,79.36239488847717,196.60590553867033,0.3901940025180268,80.96888027167148,0.7163309297623135,182.62576437969744
3,3,2553,1.3074495543861129,0.9489219813482508,0.04535072518215663,0.31041880405759326,0.04516773101247342,2.712874381625321,2.1033129582975283,1.4525786597915722,0.1481479869308448,0.5001071519110191,0.0443985631037706,2.4347315087012245,82.04042579779244,198.71034976242424,0.4058219831368509,88.50855726349982,0.706869253366907,182.9583408966536
4,4,2553,1.3044050922124844,0.9467134523335691,0.044679837046746315,0.3104966015522498,0.04775359340470257,2.4674624881228886,2.1273023618554254,1.4796596255012286,0.15101057622158323,0.4943467767006734,0.04273338546799286,2.242688611973556,84.89957155094712,200.5541082197381,0.3967275189805807,85.26838879743357,0.7018570447522032,180.75712755379422
5,5,2553,1.300521391212263,0.9408047129208557,0.04453794092459395,0.3128452137246862,0.04497218235329091,2.288550522856931,2.1335906715899675,1.4957359866786497,0.14390881663927896,0.49181007913826424,0.045837869071842424,2.0900244312236165,85.96857129327262,201.6406663029655,0.41759185074968524,88.8525839208133,0.7289925985273359,189.96727440739338
6,6,2553,1.3018561724443507,0.941840456459413,0.04437902792441906,0.3134567306128568,0.0459455894784184,2.133988561510713,2.1368883764432036,1.502700833535732,0.1450425514940049,0.4871732850585811,0.04421185464996372,1.9274512717799435,85.30717756485231,202.10958811413357,0.4119024455381328,90.6799293027021,0.7138462859104956,183.1516108903466
7,7,2553,1.299808328753119,0.9402800341809071,0.043660922140128185,0.3138789988666061,0.04486059548484313,1.943524704696709,2.1009761422951,1.4713710628682721,0.1378774699725486,0.48991974156839807,0.046587356566509586,1.7613252733315075,84.14052932213575,199.99160346820787,0.44195185227576206,97.56529082792053,0.7337949715768189,191.04093078913672
8,8,2553,1.3040539275371836,0.9459597161451929,0.04403343537871248,0.31217131860294484,0.047292973139953294,1.8421364827479187,2.1296822684327212,1.4997303786349538,0.13962427724382623,0.4886298138105489,0.04497033839601257,1.6527981241548635,85.02294063084202,201.9097270566441,0.4496680782877418,96.16257854303178,0.7535242836976842,195.505799129242
9,9,2553,1.300397177373854,0.9410146828996192,0.044215021358020065,0.31345867811816375,0.04385860058264876,1.6649561149673373,2.133382500159436,1.501486152730293,0.13835309563880246,0.4919743772335602,0.04739877285645362,1.5214241799438275,85.45329577082975,202.02788034262272,0.42327171798100033,90.43933105003028,0.718739269772233,186.09128748724297
10,10,2553,1.2998048326243525,0.9392614655059504,0.04395601274777617,0.3149595618995087,0.0448109131500481,1.582998782197868,2.0625140533282718,1.4434097888884274,0.1310728115559518,0.48659594667674855,0.04515005987578007,1.3903878982626248,81.2620873873475,198.0822112933154,0.44420281561176606,91.94100956689223,0.750014306970356,189.0449091328545
11,11,2553,1.2956514973944886,0.9345037737314812,0.04531781125304468,0.3143575145270934,0.04630665021448382,1.426103026503635,2.1242446309388114,1.5004864747489879,0.13420316946374153,0.48818980594501077,0.049106439138512474,1.3160449289765281,86.2037476885301,201.96062349182796,0.4167048185876159,84.94522265297132,0.7287779939719965,178.57275660743582
12,12,2553,1.2936327777047087,0.93298150516705,0.04440779640943781,0.31489766202648156,0.04650074901052704,1.299258574895937,2.1467015987043183,1.5176633075016088,0.13316195500257552,0.49464233444496875,0.05114685860150696,1.1828161592244475,88.08717041434774,203.1132990337711,0.42945232917477394,88.3182048671717,0.7361699286559078,182.7833450769715
13,13,2553,1.2978146993268764,0.9378490561930937,0.04431755393976984,0.31439728362218006,0.04613030815254087,1.2046728490429022,2.1169251882574223,1.4886200265830778,0.12911235693877562,0.49805587944322555,0.05072973061920481,1.0861221069027251,85.66585880719211,201.16044541001685,0.45111785128381215,93.45543945051696,0.7352876654839571,186.81408524212162
14,14,2553,1.2928665585486132,0.9325996539112263,0.044779454074476074,0.3143814353559048,0.04737475002531066,1.058644541048602,2.0720762948947846,1.4511275841994473,0.12692223117267143,0.493039098627421,0.04857065889051022,0.938818337538838,82.08355974859076,198.6110697430634,0.4659827934836519,93.4359109948471,0.7424363816718171,181.52522035714966
15,15,2553,1.293793634298125,0.9273980111642487,0.04360976823832865,0.32180138010512693,0.04398942320861865,0.9405084562637831,2.1281333760363403,1.5117911165675024,0.12661654698245992,0.4888623880363785,0.04803127745869736,0.8152954080045612,86.13856768374323,202.71997294095246,0.46487161878600586,91.33029751717433,0.7469144633932319,183.1573685144715
16,16,2553,1.2865878029799769,0.9067491601132618,0.043201157891056934,0.3357737779944166,0.04606165796010531,0.81763030634737,2.0815726898485236,1.46630089455435,0.125357334728343,0.48916901164784427,0.04515538920073954,0.7003015720750124,81.53057652917668,199.6467340552128,0.47614074243638166,96.69614569473455,0.754115638472397,188.23936917587082
17,17,2553,1.294518530940804,0.9060726705785364,0.0429677293113153,0.34471226686409673,0.04121552211043884,0.7246525602344434,2.0889237923075408,1.4743829307660052,0.12910109106397977,0.4847777125854043,0.0452879653846841,0.6168116805304293,81.00358702572393,200.19618951776374,0.4529777574300866,89.00813062517288,0.7498521613063218,181.5768101745212
18,18,2553,1.3309795231479222,0.9570065052706356,0.04379443375884763,0.32956325773206635,0.042117425335058266,0.5731947024313085,1.9835460813705608,1.3537056723888206,0.1233569286692036,0.5060313937515515,0.03889991712309927,0.4132051394114549,75.2354134662272,191.82834357061796,0.5025895616344283,107.8360201376569,0.7775981458166419,200.26192154385325
19,19,2553,1.3347764168353442,0.9649934923700197,0.04482384428784654,0.3244853297659242,0.04052644968178755,0.4332205433146047,2.0555064663371136,1.428766668362197,0.12733494985114863,0.4990472175778698,0.04263860649130049,0.31497516335455383,78.49448297701525,197.07489460462472,0.47703254358856967,97.53502854911225,0.7443964366105833,181.40190183600157
