epoch,train_total,train_point,train_quantile,train_decomposition,train_smoothness,train_sparsity,validation_total,validation_point,validation_quantile,validation_decomposition,validation_smoothness,validation_sparsity,validation_mae_aud_per_mwh,validation_rmse_aud_per_mwh,validation_coverage_80,validation_mean_width_80_aud_per_mwh,validation_coverage_90,validation_mean_width_90_aud_per_mwh
0,1.0147484495282288,0.6010596381866582,0.09374302345814009,0.3169622105332696,0.014940509116729589,2.9686352647718772,21.17766317355765,15.700170310346127,0.32691635364124866,5.1478462831026714,0.17706965427518256,2.5535320585920402,62.21422083326627,272.3558182624718,0.3446835298157262,58.32112389895941,0.6140551676776925,119.98761441105357
1,0.9224287574537496,0.5706654296397516,0.0845337167385645,0.26530164929532635,0.019723055065989002,1.9082389957606407,21.150180736987082,15.715889969454985,0.32238500578422985,5.11028807734734,0.20585926412415542,1.4124635801689704,62.1222289512797,272.4921327563395,0.35033478310632943,62.75591986293326,0.6218381595513334,126.00284086505904
2,0.9194381583127634,0.5701986127871285,0.08378098711784607,0.26466680874943865,0.01985161474642667,0.7718975353011004,21.717915819978106,16.18604623000607,0.33970774842782847,5.191559190048026,0.21054802697554403,0.3915463912039501,66.18640119021326,276.53803180645997,0.352151768341536,68.35525339097552,0.6207317538438061,132.21825216214089
3,0.9188214907916921,0.5702565476005771,0.08335273830189735,0.2648966646891157,0.019942009713997278,0.2955971787418783,21.645694119371605,16.142239535643352,0.33955163603054384,5.163327348255123,0.1972601278574707,0.377643716492887,65.43991620139207,276.163557205905,0.3429762313532486,66.035918301089,0.6165445805196291,131.76071182244573
4,0.9195120697673397,0.5709858261119442,0.08315018921044315,0.2650683420088254,0.019947876141007622,0.2877664872896031,22.078232297040007,16.51587634918751,0.3433703002736827,5.218422816531843,0.21355400081102266,0.349984701385593,67.52839544272324,279.3413766993048,0.3614036091717218,73.78719814155436,0.6457927969173248,148.06125827419785
5,0.9192052596001344,0.5712036269998125,0.08302759257138584,0.26467600484616766,0.019973019472824836,0.2780620020475153,22.832783830879453,17.174635073240207,0.35300219262715293,5.304596644674762,0.20755840360451458,0.3409857976091417,70.07815295261591,284.8578758288703,0.3448742894204723,70.59873790725685,0.6357159207966121,148.64954140943925
6,0.916624543755284,0.5689711209374488,0.08275763858676048,0.26460466494295337,0.019939110598688633,0.27118037610284523,21.93090331219789,16.42537729512302,0.33872526226343735,5.166291801718773,0.21169752038128847,0.2970743736925231,67.4305151712753,278.5750119994474,0.3621475716302316,72.49403669454738,0.6506667048185876,149.7094675333114
7,0.915925088729441,0.5682905268910765,0.08267757290786362,0.2646732042240769,0.019991210619011362,0.2637961791277169,21.845237506743057,16.35167631891771,0.33593565230803046,5.157111874281084,0.22791376972865857,0.28475567543276037,66.94696896493987,277.9493174818898,0.368070657357598,74.9572679856501,0.6617736828049292,158.37700327391173
8,0.9152205279008347,0.5678827603740402,0.08256427069950747,0.26449774109064106,0.019988647053801628,0.25576882102839943,22.057220963727314,16.533322764408148,0.3391063796066168,5.184294005368778,0.2166043529996905,0.28093450618537924,67.09110384386565,279.48888357009537,0.3600492159780245,72.63062852607207,0.6553641600854603,156.50879267650032
9,0.913834804012736,0.566828571313113,0.08245131266935586,0.2642868151031148,0.019925586295255933,0.24818146158750715,22.749445904120915,17.16259993724734,0.3487163724251329,5.237648462071883,0.20951460186945084,0.2714194085108302,70.5033908451187,284.7580519951977,0.35219945824272253,71.49523772558814,0.6454541986189004,151.34568889254513
