epoch,train_total,train_point,train_quantile,train_decomposition,train_smoothness,train_sparsity,validation_total,validation_point,validation_quantile,validation_decomposition,validation_smoothness,validation_sparsity,validation_mae_aud_per_mwh,validation_rmse_aud_per_mwh,validation_coverage_80,validation_mean_width_80_aud_per_mwh,validation_coverage_90,validation_mean_width_90_aud_per_mwh,validation_mean_ctf_fusion_weight,validation_mean_dgf_fusion_weight,validation_std_dgf_fusion_weight
0,1.4015308148453574,0.9607429079912193,0.04624851570146194,0.3917583135974831,0.026804110479978552,2.754274951182652,2.0471495532042594,1.4205176319329618,0.15417537260389141,0.47041837412246146,0.038677166775807,1.9995277012269093,75.87768136469421,196.50516144328532,0.5062235321048415,105.7621326275526,0.7247768112624471,175.90796869932947,0.5545554958438251,0.44544450415617487,0.17509898797465195
1,1.3154639184388368,0.93379309687063,0.042185220477496316,0.3382212198881495,0.032545079495416435,1.2318359020436362,2.060387390462433,1.4466184653022838,0.14851062724730701,0.46464430317035377,0.0383589228013328,0.57566871539507,78.12524420582604,198.3022570768274,0.529682194498493,114.13367743832504,0.7640017549883636,195.52945574198333,0.518029173983853,0.481970826016147,0.2060727779724182
2,1.29663113040478,0.9159635476554129,0.041480367517380066,0.338830793771418,0.0331778919586228,0.32324164547254153,2.012446992719243,1.3988745857767366,0.1365037808625188,0.4767079539490439,0.04311618730199853,0.31755561089166395,76.20831218956855,195.00243673237532,0.5754549616573195,124.3384563650817,0.7925012399374308,214.38317721597087,0.42196936103617344,0.5780306389638266,0.2544351175997319
3,1.2835078401543607,0.9018968253519887,0.04169762273475971,0.33960010847647215,0.033750023861044615,0.2795275227498777,2.034930740260854,1.4239722883813377,0.13744420371843077,0.4731965716938903,0.04184859865653654,0.27583241296589506,77.138536890225,196.74396448380475,0.621089428102705,131.01838274305157,0.8010568082102933,218.77151895017835,0.3127856113951517,0.6872143886048483,0.24798503177185008
4,1.270896240128413,0.8880589646780868,0.0419452822446077,0.3405888135551233,0.034154691431602255,0.2690193393464176,2.259068940902065,1.6075817392408827,0.17498733549738785,0.47619961771576375,0.04308027089391698,0.25709748198883176,87.64759675125961,209.0437516450606,0.5617584220365496,113.87241684669604,0.7093729731791996,179.31185417441628,0.18497517600926738,0.8150248239907326,0.19814368296933524
5,1.2582444448440564,0.8750704527767011,0.04213517385386913,0.3407465505093745,0.03441890274595646,0.25784495000967794,2.253612757319237,1.5936407123933132,0.17840780706003204,0.4812802037112675,0.04241239314258637,0.24162122071014466,87.43518195411158,208.13535663549422,0.5242312387928733,109.16004391792806,0.6747405669375454,170.78787248793446,0.11323454510019049,0.8867654548998095,0.15740936943757677
6,1.2444769388695736,0.859943857754944,0.04218032498957098,0.34206821265689596,0.03494403893575968,0.24960134119608146,2.220843152166832,1.5600933829330772,0.16987067584024695,0.4906139686559565,0.0423048117077704,0.22285836851643223,85.10442909152526,205.9330034101565,0.562726527030636,115.10659963403963,0.6933825493113578,176.4205331626631,0.09093910384071735,0.9090608961592826,0.14726155448955372
7,1.2295625608450222,0.8441237938914204,0.04225501069368948,0.34290834950702404,0.035199454558010594,0.2402036514753904,2.304357765692929,1.621130063231871,0.18320227577247103,0.49975895411141463,0.04310762606406834,0.22333692300404265,87.95582281398435,209.92278600303518,0.5217275189805807,105.84281967434951,0.6454589676090191,159.03259820840964,0.059666656346273994,0.940333343653726,0.11709397326173908
8,1.218660010571147,0.8325231538686154,0.042699019856360765,0.34316388740686904,0.0352352549081842,0.23871171845009875,2.446435889440024,1.7196159023751898,0.19433054090300045,0.5322278503516595,0.05179060222081097,0.20983294341907194,94.75019715862078,216.20532542652433,0.5434121170500935,114.97778157309908,0.6626130250658121,174.66156220789935,0.053773898415443444,0.9462261015845566,0.11777160948421601
9,1.1979377422333852,0.8102391934734529,0.04264527641309375,0.3447734454690086,0.03624582906632819,0.2435791754096422,2.42030880184322,1.698000286432375,0.19604202983624822,0.5260034269298618,0.04699340002982018,0.21606766897534785,92.76682202583422,214.8421714706977,0.48803460379230096,101.84379850957136,0.6156670863377971,154.39458084004568,0.02383426577336034,0.9761657342266397,0.07179118102860874
