epoch,stage,train_total,train_point,train_quantile,train_decomposition,train_smoothness,train_sparsity,validation_total,validation_point,validation_quantile,validation_decomposition,validation_smoothness,validation_sparsity,validation_mae_aud_per_mwh,validation_rmse_aud_per_mwh,validation_coverage_80,validation_mean_width_80_aud_per_mwh,validation_coverage_90,validation_mean_width_90_aud_per_mwh,validation_mean_ctf_fusion_weight,validation_mean_dgf_fusion_weight,validation_std_dgf_fusion_weight
9,adapter_training,0.8969114582303545,0.5567109097726932,0.08007095647494311,0.25815265792995523,0.02042800656867611,1.9565029738008632,21.629755267630156,16.288073519062937,0.3277812743553297,5.01172753485704,0.17965115566427864,1.9934302771870545,71.40140040277102,277.4082361989055,0.4257706688031742,92.71254792835069,0.674621342184579,147.8541729818528,1.0,0.6756259248301345,0.20875345685551258
10,adapter_training,0.8969120325557812,0.5567131366291872,0.08006930881527377,0.25815265788763964,0.020428006627589604,1.9565029786549943,21.624506529755323,16.28308054291951,0.3275250928757651,5.01172753485704,0.17965115566427864,1.9934302771870545,71.25976651918565,277.3656978009166,0.427187058868414,93.0065922346534,0.6764812483308534,148.2683412193056,1.0,0.6756259248301345,0.20875345685551258
11,adapter_training,0.8969202869265064,0.5567223146537623,0.08006838524751413,0.2581526591116297,0.020428006632301467,1.9565029898438153,21.6139368852448,16.272598675870984,0.3274378687411093,5.01172753485704,0.17965115566427864,1.9934302771870545,71.13295417253849,277.2764069864982,0.42737304948304145,93.1171804210303,0.6767864636984472,148.4397756652145,1.0,0.6756259248301345,0.20875345685551258
12,adapter_training,0.8969046360826959,0.556709101500379,0.08006594472461871,0.2581526581425059,0.020428006456898556,1.9565029773845544,21.624462388770535,16.28290379771559,0.3276578442884198,5.01172753485704,0.17965115566427864,1.9934302771870545,71.24101197187905,277.36419457482185,0.4263047956964633,92.8521119957091,0.6758755865857846,148.1700139574928,1.0,0.6756259248301345,0.20875345685551258
13,adapter_training,0.8969032088445983,0.5567093540187985,0.08006426707707076,0.258152656931405,0.020428006573448773,1.9565029810674683,21.635286524412603,16.293495604028838,0.32789011306346955,5.01172753485704,0.17965115566427864,1.9934302771870545,71.44065233041174,277.4543985476869,0.42610449811147993,92.82010832761054,0.6747977948189692,147.93561617438766,1.0,0.6756259248301345,0.20875345685551258
14,adapter_training,0.8968895805679139,0.5566980569371356,0.0800619348295102,0.2581526590150821,0.020428006591840242,1.9565029889313554,21.63134123385123,16.289723865339067,0.3277169371976096,5.01172753485704,0.17965115566427864,1.9934302771870545,71.32039355420315,277.42226368123585,0.4265957040937011,92.81746232050713,0.6756991339513945,148.07598929346815,1.0,0.6756259248301345,0.20875345685551258
15,adapter_training,0.8968987224445331,0.5567082319343418,0.08006090380488155,0.25815265772615953,0.02042800655806682,1.9565029775829998,21.622621054543337,16.28103300207121,0.3276875549030888,5.01172753485704,0.17965115566427864,1.9934302771870545,71.24207557776316,277.3482631655229,0.42676261874785393,92.90697656309612,0.675637137079852,148.152552914926,1.0,0.6756259248301345,0.20875345685551258
16,adapter_training,0.8968968618871953,0.5567082041398204,0.08005907044989038,0.25815265768797824,0.020428006524111007,1.9565029777639356,21.626554487089113,16.285030792911265,0.32762310251847715,5.01172753485704,0.17965115566427864,1.9934302771870545,71.25747842851642,277.3823152823889,0.42641448246919234,92.80585683402245,0.6756514440502079,148.11446939917877,1.0,0.6756259248301345,0.20875345685551258
17,adapter_training,0.8968906895277338,0.5567031359638694,0.08005796839711486,0.2581526568667157,0.02042800664595067,1.956502963709329,21.61982497225654,16.278106527464182,0.32781767755954916,5.01172753485704,0.17965115566427864,1.9934302771870545,71.21949847064448,277.32333504539116,0.42629048872610736,92.86010640660172,0.6752603868604784,148.08754852447447,1.0,0.6756259248301345,0.20875345685551258
18,adapter_training,0.8968898667204038,0.5567034535660708,0.08005682255441005,0.25815265836527057,0.02042800655332456,1.956502994273818,21.605187057483466,16.263560855272324,0.32772597364925254,5.01172753485704,0.17965115566427864,1.9934302771870545,70.98335138098031,277.19940614777255,0.4261092671015986,92.8589359548472,0.6756275990996147,148.20060576234096,1.0,0.6756259248301345,0.20875345685551258
19,adapter_training,0.8968773767403905,0.5566925437993254,0.08005524163636878,0.2581526585267507,0.020428006646528253,1.9565029837406451,21.62957840904131,16.287546944504637,0.32813014523349504,5.01172753485704,0.17965115566427864,1.9934302771870545,71.43404680406127,277.40373362916455,0.4263381786272939,92.77367565144405,0.6736961581015604,147.74447177175136,1.0,0.6756259248301345,0.20875345685551258
20,adapter_training,0.8968809294371437,0.556697144554549,0.08005419418381365,0.2581526584051542,0.020428006677231363,1.9565029789234794,21.600129601467497,16.258683011614583,0.32754547873023065,5.01172753485704,0.17965115566427864,1.9934302771870545,70.9302376290906,277.15784054135537,0.4259948113387509,92.77276760591927,0.6758231276944794,148.17868958881766,1.0,0.6756259248301345,0.20875345685551258
21,adapter_training,0.896886165234317,0.5567038793803767,0.08005269929953183,0.25815265682975036,0.0204280066725803,1.956502960577004,21.614063946619122,16.27217899892414,0.32798453867759503,5.01172753485704,0.17965115566427864,1.9934302771870545,71.07906503129054,277.27283250289076,0.42416828812330704,92.44242375875109,0.6741778261035443,147.82911165934627,1.0,0.6756259248301345,0.20875345685551258
22,adapter_training,0.896880774974605,0.5566994299125646,0.0800517572089817,0.2581526577407511,0.020428006589955496,1.9565029840013481,21.606788680187634,16.26519963242812,0.3276880488466504,5.01172753485704,0.17965115566427864,1.9934302771870545,71.01737600178599,277.2133592698651,0.42665293197512494,92.95131913619878,0.6755703712181909,148.23809231602428,1.0,0.6756259248301345,0.20875345685551258
23,adapter_training,0.8968585823588208,0.5566775731444106,0.08005141876867145,0.25815265702527745,0.02042800669121496,1.9565029854916345,21.61726088416485,16.275756241368036,0.3276043554838959,5.01172753485704,0.17965115566427864,1.9934302771870545,71.13871587638539,277.3033122134063,0.42643355842966696,92.79852043199301,0.6757945137537675,148.16474303116416,1.0,0.6756259248301345,0.20875345685551258
24,adapter_training,0.896870772117146,0.5566910760569568,0.08005011101649538,0.2581526576269368,0.02042800659977441,1.9565029743670164,21.643279704189933,16.301265666688337,0.3281133421199456,5.01172753485704,0.17965115566427864,1.9934302771870545,71.58569467271018,277.52053938558294,0.42603296325970014,92.64056214620055,0.6739966044790355,147.74399943681206,1.0,0.6756259248301345,0.20875345685551258
25,adapter_training,0.8968523159138463,0.5566744425015925,0.08004828305832039,0.2581526581196457,0.020428006619351444,1.9565029922699082,21.628731052373002,16.28672883279525,0.32810171120251647,5.01172753485704,0.17965115566427864,1.9934302771870545,71.42902845723468,277.3967683810955,0.42537961161344473,92.60598128603569,0.6734052497043226,147.6804703409053,1.0,0.6756259248301345,0.20875345685551258
26,adapter_training,0.8968527908706366,0.5566749425398438,0.0800482627638693,0.25815265730884046,0.020428006561015535,1.9565029781510985,21.62827221477715,16.28652172171955,0.3278496510264897,5.01172753485704,0.17965115566427864,1.9934302771870545,71.28707394289373,277.39501309617486,0.4265623211628706,92.76320049013296,0.6751125481668002,148.02234491691226,1.0,0.6756259248301345,0.20875345685551258
27,adapter_training,0.8968598324726886,0.5566831121626922,0.08004713217264511,0.25815265720280833,0.020428006602084745,1.9565029821511362,21.612259412560213,16.27087591209871,0.3274827986926649,5.01172753485704,0.17965115566427864,1.9934302771870545,71.02549737772607,277.261732380183,0.4264526343901415,92.75006883366596,0.6763524855976498,148.28384000872725,1.0,0.6756259248301345,0.20875345685551258
28,adapter_training,0.8968556834182007,0.5566795775055051,0.08004651592622673,0.2581526587947493,0.020428006601689554,1.9565029744720759,21.629035744123197,16.287055358210512,0.3280794582523374,5.01172753485704,0.17965115566427864,1.9934302771870545,71.36624020345108,277.3995499728896,0.4252508488802411,92.66908033453274,0.674168288123307,147.91200717703208,1.0,0.6756259248301345,0.20875345685551258
29,adapter_training,0.8968474401171319,0.5566716239980111,0.08004622811698486,0.2581526573445898,0.02042800656116753,1.9565029771413616,21.6226884758014,16.280824714639483,0.32796260097643,5.01172753485704,0.17965115566427864,1.9934302771870545,71.23935995458133,277.34648320015725,0.4260425012399374,92.73470119147257,0.6747405669375454,147.99039145361203,1.0,0.6756259248301345,0.20875345685551258
