epoch,stage,trainable_parameter_count,early_stopping_wait,learning_rate_default,train_total,train_point,train_quantile,train_decomposition,train_smoothness,train_sparsity,validation_total,validation_point,validation_quantile,validation_decomposition,validation_smoothness,validation_sparsity,validation_mae_aud_per_mwh,validation_rmse_aud_per_mwh,validation_coverage_80,validation_mean_width_80_aud_per_mwh,validation_coverage_90,validation_mean_width_90_aud_per_mwh,validation_mean_ctf_fusion_weight,validation_mean_dgf_fusion_weight,validation_std_dgf_fusion_weight,validation_selection_total,validation_selection_mae,validation_selection_rmse
0,training,167036,0,0.0003,0.702817899506141,0.42511063812169025,0.04860487341891256,0.22604037986737036,0.028690042927077646,3.0333191196796268,1.2422598367378916,0.7528538873140526,0.21462547888258093,0.2722389618329439,0.06490795867583893,2.476591234173316,88.19726525242265,431.8196634046429,0.40506848269810386,68.60930504860197,0.6169737896303079,134.0029726456688,1.0,0.5451548161826291,0.2325367746811002,1.2422598367378916,88.19726525242265,431.8196634046429
1,training,167036,0,0.0003,0.5546542978441609,0.34577385336197136,0.044860850630937775,0.16223201499026652,0.03365117170188641,1.7539275691863843,1.225836551600795,0.7451175790609696,0.21305935118120145,0.26666100144461335,0.06501113733813325,0.9336058924082721,88.94403985493477,429.54462707253975,0.4258040517340048,74.88401504929348,0.6178846667429705,133.88002047983193,1.0,0.5309693911835027,0.2496624747908179,1.225836551600795,88.94403985493477,429.54462707253975
2,training,167036,0,0.0003,0.5411134964006565,0.33446297400790287,0.04411293467058957,0.16208026203743547,0.0336388029323365,0.4236888677358935,1.2079429869808975,0.7329250642537553,0.20964208134588913,0.26501501536900085,0.06298856787520851,0.2978374415715881,88.07973535383522,426.3989841746128,0.4478701690130098,81.627747832494,0.6373802983480218,142.4818694918164,1.0,0.5242468426526014,0.25641537826885513,1.2079429869808975,88.07973535383522,426.3989841746128
3,training,167036,0,0.0003,0.5356475995073836,0.329530866178228,0.04373505887554214,0.16205736629200035,0.033710971182025616,0.2905951150506698,1.1745424122419867,0.708662110450435,0.20470802758123116,0.260823950771815,0.06535562025326619,0.28297918637570846,85.75974828152421,422.3745687149094,0.48606501087329745,94.44401563274961,0.6586023043760253,153.3184694716078,1.0,0.5070435981449225,0.2716664157756124,1.1745424122419867,85.75974828152421,422.3745687149094
4,training,167036,1,0.0003,0.5324097864479743,0.3265238701494674,0.04347817967973602,0.16209539005289758,0.033733159854892364,0.27861648866228833,1.1999730108442468,0.7338539025453895,0.20470067055650115,0.26107827263865163,0.06433604614159137,0.2758374174092555,88.13088616331169,425.01386322413765,0.4755970775628553,91.30732158462811,0.643923352790813,146.73502447684177,1.0,0.4810048439852826,0.2781909630654103,1.1999730108442468,88.13088616331169,425.01386322413765
5,training,167036,2,0.0003,0.5309831540107284,0.32520096001358445,0.04333538167734205,0.16215088771337544,0.033725796956021466,0.2621998663778227,1.2556264858415311,0.7902182338268325,0.20164987799285464,0.2634357359131127,0.0626314134087895,0.2600049027298795,92.51122722732703,428.7613178831825,0.4936763191026668,97.25934207906509,0.6731048033268475,159.5821435448142,1.0,0.4572304580873019,0.2890354175189048,1.2556264858415311,92.51122722732703,428.7613178831825
6,training,167036,3,0.0003,0.5292314396560696,0.3236531546453116,0.04317311516527645,0.16212298964182884,0.03380620006543067,0.2483738091305576,1.2340593904110146,0.7749066676961975,0.19917255761484517,0.25966902240416656,0.06267017201638077,0.2484787163614913,91.28646161201404,427.59835224016905,0.5004482850711534,99.70302686312522,0.6720031666094388,158.5289810039201,1.0,0.45019005770394216,0.28737170702124576,1.2340593904110146,91.28646161201404,427.59835224016905
7,training,167036,4,0.0003,0.5282533746181409,0.32283029346953385,0.043039170537251134,0.16211654471828307,0.03382925170502041,0.23353405067471575,1.2341719547786987,0.778564480457724,0.19182378156486926,0.2634889276333036,0.06386229926199011,0.2308980662977312,91.23575256284784,427.1219918121143,0.5340601274274159,109.25678195104155,0.7063828163748045,170.67553456653457,1.0,0.4280586599243951,0.29840597936066393,1.2341719547786987,91.23575256284784,427.1219918121143
8,training,167036,5,0.0003,0.5274921810043515,0.32204219696717207,0.04299914590419657,0.16219721746561824,0.033846503042748964,0.2197748931601191,1.2791477782926584,0.8237708979078926,0.19058086446687772,0.2645197287073967,0.06231161294283495,0.21399101650597535,94.46912777480709,430.0065260063825,0.5496261111746976,113.87954715756267,0.715720499027126,176.04201990725505,1.0,0.4231010748608638,0.2970920597417543,1.2791477782926584,94.46912777480709,430.0065260063825
9,training,167036,6,0.0003,0.5268446367699767,0.3214591243955081,0.04290801191086082,0.16224067089248229,0.033821461003771605,0.20300899676046794,1.2263498804833124,0.7751351021937161,0.18762389290768727,0.2633282174790657,0.06512328082774697,0.19755643374746337,90.3787996835626,425.1471583552815,0.550980504368395,114.42798742953818,0.7285156995154706,178.40923210913357,1.0,0.3969716874033441,0.29445835789742153,1.2263498804833124,90.3787996835626,425.1471583552815
