epoch,stage,train_total,train_point,train_quantile,train_decomposition,train_smoothness,train_sparsity,validation_total,validation_point,validation_quantile,validation_decomposition,validation_smoothness,validation_sparsity,validation_mae_aud_per_mwh,validation_rmse_aud_per_mwh,validation_coverage_80,validation_mean_width_80_aud_per_mwh,validation_coverage_90,validation_mean_width_90_aud_per_mwh,validation_mean_ctf_fusion_weight,validation_mean_dgf_fusion_weight,validation_std_dgf_fusion_weight
9,adapter_training,1.0265692991392714,0.6474081371413343,0.036677959434437725,0.34198923819956895,0.03633038862991782,0.4576267200970162,2.106089613616255,1.45642099109349,0.15203362715432583,0.4971625655049541,0.04203165999294023,0.4304447278177437,82.20605565620112,198.97298098898537,0.584558963793827,153.2698439541724,0.7368232803021633,211.13890041394833,1.0,0.29359149952418,0.3257737939311348
10,adapter_training,1.0263239211193946,0.6471622179018859,0.03667851302176877,0.34198923760788047,0.03633038879829854,0.4576267233446148,2.1073682153045525,1.4577287473935747,0.15200442370955536,0.4971625655049541,0.04203165999294023,0.4304447278177437,82.35059065060352,199.06229655979362,0.5849881729045058,153.07289244913872,0.7370569608179772,210.90637254069142,1.0,0.29359149952418,0.3257737939311348
11,adapter_training,1.0261552192692331,0.6469943228929511,0.036677698145629475,0.34198923740992143,0.036330388757229326,0.4576267292566352,2.1059506413107596,1.456318780665142,0.15199683467368588,0.4971625655049541,0.04203165999294023,0.4304447278177437,82.14354931307169,198.96600207770157,0.5852933882720995,153.30823879555578,0.7378295372171989,211.26001104170243,1.0,0.29359149952418,0.3257737939311348
12,adapter_training,1.0259806434500554,0.6468189939728367,0.03667845501143613,0.3419892365108371,0.03633038875193988,0.4576267183742374,2.105122325771581,1.4556692558864857,0.1518180642835135,0.4971625655049541,0.04203165999294023,0.4304447278177437,82.03464101277851,198.92162964402112,0.586700240357102,153.49219465348517,0.73966559841288,211.57845487998836,1.0,0.29359149952418,0.3257737939311348
13,adapter_training,1.0258000524820348,0.6466386070327517,0.036678251585464006,0.3419892379972324,0.03633038875266946,0.4576267183260852,2.1059126235502896,1.4563091268083508,0.15196844368586349,0.4971625655049541,0.04203165999294023,0.4304447278177437,82.18053222600363,198.96534537453792,0.5850883216969974,153.3178125245901,0.7379058410590973,211.37021066715786,1.0,0.29359149952418,0.3257737939311348
14,adapter_training,1.0256669541293064,0.6465074375787123,0.036676323690979395,0.3419892362002797,0.036330388721935954,0.45762673137533216,2.1053275285810793,1.4558767836966893,0.15181572259553744,0.4971625655049541,0.04203165999294023,0.4304447278177437,82.05512711333326,198.93581365404927,0.5864427148906948,153.4139313714006,0.7393985349662355,211.50598806321773,1.0,0.29359149952418,0.3257737939311348
15,adapter_training,1.0254847097522921,0.6463245485190937,0.03667696507029407,0.3419892358216283,0.03633038883207195,0.4576267224297229,2.106852551952262,1.4572254492967034,0.15199208256384664,0.4971625655049541,0.04203165999294023,0.4304447278177437,82.24123916023449,199.02792961974723,0.5850215558353363,153.25178211199497,0.7381633665255045,211.3289807356644,1.0,0.29359149952418,0.3257737939311348
16,adapter_training,1.0253508100457425,0.6461919222936058,0.03667569688925771,0.34198923832992034,0.0363303887028453,0.4576267372766521,2.107110620031057,1.4573689806169008,0.15210662469910827,0.4971625655049541,0.04203165999294023,0.4304447278177437,82.26689260129932,199.03773423507297,0.5840200679104193,153.1980647661645,0.736689748578841,211.17998325190283,1.0,0.29359149952418,0.3257737939311348
17,adapter_training,1.0252165402345534,0.6460572870089005,0.03667605855035972,0.3419892359079618,0.03633038842025511,0.45762673124692627,2.107802837829548,1.4581754424067634,0.1519923544008849,0.4971625655049541,0.04203165999294023,0.4304447278177437,82.36332681621028,199.09279804159277,0.5843491282286063,153.11564558862452,0.7377532333753004,211.1676545555182,1.0,0.29359149952418,0.3257737939311348
18,adapter_training,1.0250978656328982,0.645938999220699,0.03667567088986497,0.34198923682139454,0.036330388650832414,0.4576267300645222,2.1076246980358975,1.4580532239678183,0.15193645598163685,0.4971625655049541,0.04203165999294023,0.4304447278177437,82.28583936126233,199.08445346095942,0.5858942810270497,153.20626759682838,0.7386259585670139,211.25039210040632,1.0,0.29359149952418,0.3257737939311348
19,adapter_training,1.02498355175795,0.6458264268455515,0.03667393036633197,0.34198923703175643,0.03633038881070137,0.4576267329590046,2.108016207340081,1.4582397244061391,0.15214145528334863,0.4971625655049541,0.04203165999294023,0.4304447278177437,82.34558126426226,199.09718342367543,0.5836242417305711,153.06663944616525,0.7362319255274503,211.0493703740796,1.0,0.29359149952418,0.3257737939311348
20,adapter_training,1.0248842927168436,0.6457281967533004,0.03667290641019742,0.3419892351022636,0.03633038867101743,0.45762671276183065,2.105906955016905,1.4564678373570585,0.15180411503355085,0.4971625655049541,0.04203165999294023,0.4304447278177437,82.01511322774789,198.97618887404735,0.5866811643966273,153.4239965672213,0.7394271489069475,211.55975514812482,1.0,0.29359149952418,0.3257737939311348
21,adapter_training,1.0247407725465,0.6455854746916115,0.03667210045750639,0.34198923796415814,0.03633038880829984,0.45762673525425956,2.1075869791787016,1.4578143010376226,0.15213762373465536,0.4971625655049541,0.04203165999294023,0.4304447278177437,82.37618094912143,199.06813984947797,0.5837339285033002,153.26416162793055,0.7363797642211285,211.39352089473408,1.0,0.29359149952418,0.3257737939311348
22,adapter_training,1.024634455948912,0.6454802164434462,0.03667104132941007,0.3419892371587031,0.036330388669071886,0.45762672445211544,2.105013080979084,1.4556631430172566,0.15171492215524388,0.4971625655049541,0.04203165999294023,0.4304447278177437,81.98673982297508,198.9212118868749,0.5875205066575102,153.83031728240292,0.7405001716836442,212.13076772097116,1.0,0.29359149952418,0.3257737939311348
23,adapter_training,1.0245526582593598,0.6453979724643232,0.03667149563340455,0.3419892354748352,0.0363303886859738,0.4576267206106397,2.106369165419045,1.4569345796522346,0.15179953628636558,0.4971625655049541,0.04203165999294023,0.4304447278177437,82.14746827727386,199.00806219192685,0.5869386898630347,153.5878362100776,0.7392602342527946,211.78727174421044,1.0,0.29359149952418,0.3257737939311348
24,adapter_training,1.024458614832358,0.6453028917799007,0.03667253211193892,0.34198923804927567,0.0363303886581586,0.4576267339327491,2.1062524960466606,1.4568831150038293,0.1517343540339417,0.4971625655049541,0.04203165999294023,0.4304447278177437,82.11356994156199,199.0045507897379,0.587277288161459,153.55931930713726,0.7395082217389646,211.74842079363148,1.0,0.29359149952418,0.3257737939311348
25,adapter_training,1.0243675658600049,0.6452122818308782,0.036672085713539034,0.3419892376429003,0.036330388675455697,0.4576267247945311,2.105752041820286,1.4563697008545038,0.15174733023483788,0.4971625655049541,0.04203165999294023,0.4304447278177437,82.0369156534053,198.9694843074938,0.5870483766357636,153.721610015535,0.7396036015413376,211.98348975620922,1.0,0.29359149952418,0.3257737939311348
26,adapter_training,1.0242931311748389,0.6451384872808519,0.0366714495814161,0.3419892371159012,0.03633038883602384,0.45762673132717996,2.1087622257614487,1.45901723854057,0.15210995390752,0.4971625655049541,0.04203165999294023,0.4304447278177437,82.45316592762222,199.15025259192186,0.5836099347602152,153.23589712751803,0.7364656060432643,211.3880860343701,1.0,0.29359149952418,0.3257737939311348
27,adapter_training,1.0241870701701155,0.6450329804880398,0.03667089072637392,0.3419892363503298,0.03633038863636243,0.457626729187082,2.109433433238178,1.4596950544243281,0.15210332908780935,0.4971625655049541,0.04203165999294023,0.4304447278177437,82.55068382102219,199.19650792521577,0.583419175155469,153.15302169175155,0.7360220899622296,211.27571297892584,1.0,0.29359149952418,0.3257737939311348
28,adapter_training,1.0241296947145409,0.644975542530906,0.03667095877884235,0.3419892386064307,0.0363303887547062,0.4576267324988835,2.1074862715355303,1.4577820611009271,0.15206918448910733,0.4971625655049541,0.04203165999294023,0.4304447278177437,82.20152565582556,199.0659385592896,0.5838054633550799,153.47790569724424,0.7374957079088932,211.74801073499677,1.0,0.29359149952418,0.3257737939311348
29,adapter_training,1.0240402270882483,0.6448870512270024,0.03666998126717926,0.3419892380137695,0.03633038885520568,0.4576267381861937,2.1093851177571254,1.4597279372914673,0.15202215456237397,0.4971625655049541,0.04203165999294023,0.4304447278177437,82.42159430022224,199.1987511892787,0.5843634351989623,153.13957367985412,0.7376530845828088,211.28603452659428,1.0,0.29359149952418,0.3257737939311348
