epoch,train_total,train_point,train_quantile,train_decomposition,train_smoothness,train_sparsity,validation_total,validation_point,validation_quantile,validation_decomposition,validation_smoothness,validation_sparsity,validation_mae_aud_per_mwh,validation_rmse_aud_per_mwh,validation_coverage_80,validation_mean_width_80_aud_per_mwh,validation_coverage_90,validation_mean_width_90_aud_per_mwh,validation_mean_ctf_fusion_weight,validation_mean_dgf_fusion_weight,validation_std_dgf_fusion_weight
0,1.397320118806362,0.9573986625865406,0.04574823315775731,0.3913862753684475,0.027093090395616005,2.759858478606501,1.979523698477501,1.3501724905509336,0.15476685914580754,0.47251599892049506,0.03795751653862372,2.0304185980938385,75.9313691651406,191.5778447154648,0.5972349395292053,143.37629906545678,0.7901739727595284,218.64155431969164,1.0,0.4801236752593064,0.21060551762731183
1,1.3033961506869514,0.9241539979574215,0.04072328451681326,0.33698940687657936,0.03296154021479071,1.4964969462173514,2.0588362621209764,1.4224833801066397,0.17202758590667447,0.4633624235097107,0.037204021756175154,0.925639844764844,80.13249813785839,196.6410777669885,0.5379659303345924,124.7445790367713,0.7086910075922322,187.05852720768476,1.0,0.30303225816171675,0.20448638745296663
2,1.2773900616873846,0.9007096226463264,0.0398326422734939,0.3361983701049024,0.03341809036193612,0.6160028381425906,2.2030247169333275,1.5447165858858822,0.18614053595212063,0.47176894364343214,0.040307714208266385,0.3583523569969914,89.04882592679361,204.91561968811473,0.3538638357941322,98.80656122876607,0.5840963717523178,160.624837146439,1.0,0.14452405736509236,0.1568954649108303
3,1.2525862115773416,0.8755979593450769,0.03959928855793388,0.33706481932310667,0.03406432353722763,0.2900852661173046,2.1814866440921348,1.5469420445099928,0.16319059642432374,0.471026818225896,0.03973297165152245,0.28745733893775854,88.25394328418889,205.06316847767417,0.41684311930105683,109.00858518817243,0.6878886726946701,182.26420235063523,1.0,0.08630915775279424,0.12773079158204412
4,1.2280419502488964,0.8502944408509698,0.03877229599448034,0.3386630621725767,0.034615663552503166,0.27753397889890424,2.3406368879379853,1.7041986032696206,0.16422291190247384,0.4719033515528723,0.040383793652199206,0.2716238625646934,97.07123583982512,215.23394162968225,0.4335202777459845,100.66177983033126,0.7113330281179657,175.88888357345198,1.0,0.03045662786972336,0.07528760795926444
5,1.1989856904424767,0.8224410529935148,0.03790890287455973,0.3383350622236545,0.03498428390280613,0.2656847135057188,2.2930955986571324,1.6521829717053973,0.15864229177284583,0.48195162442878114,0.042555029136993744,0.276161816868668,93.20086856909134,211.923796685554,0.4850825989088551,111.57730851535972,0.7462801877074511,188.3223703192362,1.0,0.017011310901096442,0.0639987587350769
6,1.183021639477673,0.8054928999088545,0.037405166069789435,0.33982057768314733,0.03548919729604025,0.26750606389789927,2.299659827888469,1.6650769942786208,0.15479655698397154,0.47947043337842904,0.041412115922093026,0.2743799821611699,93.4570610189305,212.74914374879725,0.47147667010033956,108.06052478116297,0.7333753004463774,180.8874736662327,1.0,0.008808586810269253,0.04720506153512341
7,1.1557316924099466,0.7805218444271832,0.03671147966524529,0.3381922502183932,0.036000915746974456,0.2701154142915361,2.32894294341171,1.6685840271347663,0.16314956755438645,0.49687841893883145,0.04362043446081037,0.28726473653618034,93.36178492346367,212.97307332355973,0.44952023959406356,101.44562412369807,0.7077085956277899,171.03542077992066,1.0,0.006632194173424261,0.045573672108192215
8,1.1335268508061498,0.7583124392470137,0.03613972316985941,0.33876325032089155,0.036207657115446365,0.2752285312103719,2.2603207485270853,1.6103828359961072,0.14832302917652468,0.5012597695873069,0.048262593976720954,0.30689267254577046,89.17557072516668,209.22579066655277,0.5248273625577048,114.73391449439167,0.7541490214032277,184.4510707575064,1.0,0.006337526511285958,0.04517085375677621
9,1.1093874487763196,0.7350836271250221,0.03566769529124003,0.3383175346129669,0.03648391262380431,0.2821077132760839,2.2978229550471005,1.6462003885693417,0.15253310814104173,0.4987267291901811,0.047247067132223465,0.3155286991856826,91.60106138346019,211.53975697996933,0.5130718019152264,108.4243763539461,0.7310861851894243,171.35115639068522,1.0,0.0038319879577924276,0.042175267600272966
10,1.097982791454938,0.7225154438970686,0.03544021546000436,0.33970340529111004,0.03648402352103266,0.2872364637418754,2.292283324289611,1.6363545372503137,0.1490322574469977,0.506544137172528,0.048936486635832555,0.30345637930726194,90.92733208460308,210.9062001666442,0.5202586700240357,110.50852255791939,0.7399612758002365,172.7991948901463,1.0,0.0018682631272134013,0.0337323688493144
11,1.0771340364320192,0.7032741165477479,0.03515641519750065,0.3383816758379961,0.03676674655924037,0.2850650369273718,2.2647468851161,1.6148765706744472,0.1461014953681011,0.5034080660474837,0.048591327873220964,0.31217093407405083,88.93505983256969,209.5175094748508,0.5270115600320476,110.71138809505074,0.7450307122963641,173.39302618652474,1.0,0.0025117612879803327,0.039270184875027765
12,1.0614246596244,0.6881804126064406,0.03486901255477664,0.33804831112522377,0.03652560532312165,0.2903966372251577,2.3199509679486607,1.6673712436665356,0.15582853164261615,0.4963686539631312,0.045631369284213553,0.33690859984380095,91.86448574601015,212.89566161870235,0.4881967494563351,105.70262678956354,0.699048109572317,165.6686565650514,1.0,0.0035088899496017937,0.03805240708962269
13,1.0508541943487137,0.6774927257366505,0.03462774005985722,0.3384034314722977,0.03697439405944989,0.2933230934195518,2.2780639847922384,1.6200662103704482,0.1466583135560508,0.5109290372317212,0.04902464744009319,0.3614167974117188,89.64717877535612,209.85389407405867,0.5172351302888101,104.9374380962728,0.7200030521536759,163.7536847155059,1.0,0.0022202969834769605,0.035591324392232546
14,1.0374066955776937,0.6652304737519225,0.03444908328650811,0.3373973063445225,0.03655755444091062,0.2932824406665786,2.320627630979788,1.6796513357673757,0.15460157709376782,0.48597428500797285,0.04483044408799016,0.35558161915501535,93.46890796348325,213.67820418276665,0.5005388958834077,101.46458436164683,0.7068072564953646,162.15557574676424,1.0,0.002733029552028058,0.03782518706550976
15,1.0280642118250554,0.6568054133924364,0.03434061283745778,0.33658420319730187,0.03675872560713865,0.2972171146093037,2.285876228932973,1.6496620060729124,0.14969115810253683,0.48612515045475113,0.04351902078750601,0.354396629554532,90.92618857019119,211.76205246873673,0.5083457327076418,106.43524594427197,0.704317843653428,163.34063584945253,1.0,0.004036007244581214,0.042092261692765205
16,1.0309457636346642,0.6585496094839567,0.03432277851724159,0.33774024136911035,0.03680900974591355,0.29632440509829294,2.276148626115866,1.636827367552446,0.14441408931994118,0.49451098220478934,0.048314825951783595,0.34788657264536466,90.47216182122368,210.93667298519375,0.5304786158483079,109.67998604623297,0.7311529510510855,169.64314913705124,1.0,0.0027236386931671418,0.03702968871161507
17,1.01357732540288,0.6430110541606835,0.034175730632261515,0.3360554884006653,0.03699057952446025,0.29806537695966295,2.259952208481979,1.6187636426395118,0.14133795968573373,0.49946207118111796,0.04927884910076164,0.3392563245348872,89.90159401259253,209.76951378634732,0.5254377932928923,110.21337668941474,0.7201461218572355,167.92396493540403,1.0,0.002857481007895621,0.038942681203690155
18,1.0081311837533038,0.6371952428359068,0.03401222481005298,0.33659245729954196,0.03688105692047605,0.29437540028626497,2.2227625720074156,1.582679842273301,0.13680421086056999,0.5028752297742035,0.05134984521120463,0.3519492334095362,87.55089930113431,207.41835649198697,0.5401930487200031,109.28740568576886,0.736098393804128,168.56026356718075,1.0,0.0030364580513023796,0.038473058895335054
19,0.996653442023529,0.6268049673986268,0.033775728457398894,0.3357392316813171,0.036929505438643914,0.2965816937007244,2.3153722457783004,1.670962304365083,0.14085240816021452,0.5031249116212079,0.051436408465845206,0.3812183949069217,92.3122008390144,213.12479500884697,0.5207021861050704,106.90803460826324,0.7210426919995422,167.05402211410524,1.0,0.0027248858272232563,0.0366733565205448
20,1.0105882905426196,0.6385596750407977,0.03405356336706452,0.3376398876788728,0.03735020031945728,0.29781458922123394,2.265596433665573,1.6287219984738521,0.14441996332374388,0.49208320331869226,0.04610429088580495,0.3251302396970059,91.94270365748756,210.41375816225784,0.5153323032314677,108.48684263569565,0.7054957842127351,163.11983559353658,1.0,0.002293946078668749,0.03531639198770636
21,0.9869258817420089,0.6175060769772535,0.03362236301816743,0.3354608312339408,0.03747311510850802,0.29913779615562114,2.304246908648344,1.6565707309762734,0.1432993315613091,0.5039580217582336,0.050597985360685716,0.36822017031620824,91.57476597298725,212.20501778737727,0.5207594139864942,108.58188899996662,0.7075893708748235,162.46136216366696,1.0,0.0028445702060635116,0.03701494509160745
22,0.9854759844785307,0.6149735642808688,0.03354121771262348,0.3366252131812528,0.0374713692065503,0.29851815349671684,2.246783654748391,1.6033999854535685,0.1346009454319075,0.5084012647626178,0.04997285605274261,0.33145886725796514,89.9471137904142,208.77168020248962,0.5538085155087559,114.59609317623088,0.7382205944069284,172.90671318816527,1.0,0.0022741195675439955,0.035878523525850255
23,0.9832720965618327,0.6138627686745474,0.03354523076325163,0.3355312241769095,0.03752389433075164,0.2953508050147031,2.315556700060525,1.6655559846908587,0.14007239709804925,0.509500566759115,0.053091845227516504,0.37466899200436504,91.80671858681112,212.77973825111448,0.5379039334630499,113.00931901652693,0.7227499904620197,169.89832241085566,1.0,0.0031694634099444074,0.03853689925557078
24,0.970199397636223,0.6013993631037963,0.033315818046087395,0.3351491041071836,0.0375562996961027,0.2975584015367182,2.3129953372355003,1.6422203014655594,0.14707429560290003,0.5232779386669613,0.055770374296871136,0.3670140368019919,90.96495015809202,211.28387574874958,0.5287856243561864,108.59073828959573,0.7076370607760101,163.25762300715826,1.0,0.0026454825803586624,0.03776085891462304
25,0.9701894248734042,0.5993604581665254,0.033447122046136014,0.3370477509939651,0.0379166594401527,0.29617579336948335,2.2912497983155378,1.6424793998082006,0.13808254475392043,0.5103142501139745,0.05099714191857957,0.3225885626311104,92.79784348688587,211.3005423834,0.5666466369081683,115.47820558475568,0.7392411582923201,171.69241675429686,1.0,0.002226156831188066,0.03570123127251438
26,0.965476698466367,0.5961040323737121,0.03334205718445178,0.3356997257050312,0.03807713900044697,0.2928061720545653,2.2999462530833843,1.645695411868686,0.14292010385873552,0.5109416625684298,0.05277106723975941,0.33629643555853805,91.53828114008968,211.50730690522008,0.5328011140360918,112.74101376956479,0.7113521040784403,167.25087034069665,1.0,0.0027685239838594645,0.03764388302363202
27,0.9618505832391089,0.5917305659761806,0.0332671796696209,0.3365208021949271,0.03827705114613922,0.2937539636474957,2.3358718108207146,1.6733177899303808,0.13488831309286356,0.5272766890334083,0.057867675713740255,0.3311129397462895,91.71268757034261,213.27496403783687,0.569889550188852,117.38396968800075,0.7451737819999237,173.25104947588798,1.0,0.002801432870504664,0.038709625835672265
28,0.967947998142479,0.5984877432591903,0.033239130028255,0.33588972540030176,0.03801407823393671,0.29338357830361617,2.355292881162417,1.698428853511848,0.14031048812917854,0.5161669123621483,0.051138547103635856,0.3354210314460596,95.14503775028257,214.86928266147032,0.5509709663881577,118.28792984621795,0.7293931936973027,175.38488593022728,1.0,0.0034860149422984306,0.03935133849887719
29,0.9627765984205486,0.5926937901477416,0.03328606845133444,0.3364665212883251,0.038368143423039104,0.29184663675272754,2.3129342875430714,1.668379190353694,0.13894409028847565,0.5052469582886913,0.04734681328210485,0.3167512074199874,94.02359450409656,212.95999687207677,0.566102972034642,118.27219270043469,0.7411821372706116,175.19839863273054,1.0,0.0031343024406374044,0.037255117856994736
