epoch,stage,trainable_parameter_count,early_stopping_wait,learning_rate_default,train_total,train_point,train_quantile,train_decomposition,train_smoothness,train_sparsity,validation_total,validation_point,validation_quantile,validation_decomposition,validation_smoothness,validation_sparsity,validation_mae_aud_per_mwh,validation_rmse_aud_per_mwh,validation_coverage_80,validation_mean_width_80_aud_per_mwh,validation_coverage_90,validation_mean_width_90_aud_per_mwh,validation_mean_ctf_fusion_weight,validation_mean_dgf_fusion_weight,validation_std_dgf_fusion_weight,validation_selection_total,validation_selection_mae,validation_selection_rmse
0,training,171212,0,0.0003,0.6052749517859959,0.3600937318146621,0.04140006400487433,0.20091052004011128,0.02347115779359493,2.847164305381002,1.0980751062539236,0.7263270363295202,0.17526603799069843,0.19415454424920256,0.0392772970842431,2.2882112474617267,64.71677126030698,182.01434889409842,0.43455991759185075,72.2254590749113,0.6436658273244058,126.82371428026401,1.0,0.6616840593226603,0.23727562616535075,1.0980751062539236,64.71677126030698,182.01434889409842
1,training,171212,0,0.0003,0.46065849225412486,0.2775094609115966,0.03712788126918779,0.14451139844922278,0.02750196832565063,1.4822500306018747,1.0304590202147401,0.6640105906784828,0.17201409292738526,0.19381492483038726,0.03932157686029021,0.5800946886921223,61.67802129681956,177.53545154610768,0.444560489870665,76.35541228590215,0.6413719430773339,127.36955209942867,1.0,0.6862985233217961,0.26915097215632405,1.0304590202147401,61.67802129681956,177.53545154610768
2,training,171212,1,0.0003,0.4460100418235561,0.2650880245028124,0.03637644061171066,0.14419624694282082,0.027678872228925826,0.3216512931428637,1.079644501134216,0.7180946652207315,0.16789216978422794,0.19332551490568767,0.03844999595905205,0.29371655731966884,65.44230527915283,180.93663701376263,0.44988268284308114,81.22334674760835,0.6449868375872725,130.19715109472168,1.0,0.6809265032222446,0.2776529957024438,1.079644501134216,65.44230527915283,180.93663701376263
3,training,171212,2,0.0003,0.43951001689364516,0.25910107270139726,0.0360063144999871,0.14408385836949494,0.02772236981737878,0.2910481371941135,1.0579065940289225,0.7120553052874279,0.14815611201113021,0.19737569927910012,0.038871436715091925,0.2805977112179669,65.29318255351403,181.00682187228486,0.5356863530578765,106.31143675737881,0.720880546335508,156.36006043055636,1.0,0.6842330642123282,0.28339154884420065,1.0579065940289225,65.29318255351403,181.00682187228486
4,training,171212,3,0.0003,0.4361109729651545,0.25602295400759845,0.03576183937695606,0.14402104847067132,0.027756676992369774,0.27737497430265384,1.0362714996623872,0.6885435729519622,0.15199375072129806,0.19542583689832083,0.03903997219699027,0.26930030819492945,64.4739894388851,179.76163970324632,0.5054080347945519,95.99894616495699,0.6867155011254816,142.26267765233348,1.0,0.6699947237691013,0.2723687720948232,1.0362714996623872,64.4739894388851,179.76163970324632
5,training,171212,4,0.0003,0.43393942990150586,0.25405543564153804,0.035591994076074725,0.14400145676887852,0.027800527443295264,0.26274335829217427,1.0511224958898546,0.7176376784899776,0.13826230614635523,0.194929626603496,0.03888389431012636,0.25400367661623274,65.7808766309201,181.27561747096493,0.5695271069398344,108.66923430212387,0.7359648620808058,154.64850933291368,1.0,0.6837216095241986,0.270546470001443,1.0511224958898546,65.7808766309201,181.27561747096493
6,training,171212,5,0.0003,0.4328069544417495,0.25300913269082875,0.03549962474557834,0.1440257524505987,0.02780801884622919,0.2446361550480619,1.0980037895659225,0.7617994699705188,0.1404104744121168,0.19551506602369811,0.03781658527427999,0.240968345113664,68.40241013396988,183.66288152142607,0.5342461180420435,103.12458297416876,0.712358360993476,146.83179816560795,1.0,0.6735405011049899,0.2731917042133144,1.0980037895659225,68.40241013396988,183.66288152142607
7,training,171212,6,0.0003,0.4316884775695445,0.2519627184997763,0.035429342506104446,0.14403985044667023,0.027788464920447398,0.22877630588425563,1.0312597599552933,0.6946436816158537,0.140270087430082,0.19608560194272778,0.03922016414421107,0.22116234048022496,64.29082561054996,178.80552063052806,0.5219802754568692,98.73641178724462,0.7136507573156309,145.72693977182766,1.0,0.6582448938320341,0.276691348208149,1.0312597599552933,64.29082561054996,178.80552063052806
8,training,171212,0,0.0003,0.43097463948804904,0.2513617978448171,0.03534080698875098,0.14403136697579,0.027851131196297903,0.21281593269909052,1.0104339739967159,0.6801632128564665,0.13380543664362143,0.19622331372459761,0.03895793578895426,0.20307207964228535,63.219058261187456,177.39346959087584,0.5812159017206516,113.76713390102199,0.7479207203082675,159.7612262027393,1.0,0.6492914583540114,0.2666941957508079,1.0104339739967159,63.219058261187456,177.39346959087584
9,training,171212,1,0.0003,0.43001225989007275,0.250501454370177,0.035266950954897666,0.14401731961954178,0.027817295464384835,0.19871870073638997,1.1190442823089342,0.7787498904881822,0.14423163836128833,0.19582519492398168,0.03838484417325206,0.19917267557036158,68.63005289406165,183.42106063607642,0.5090276982946091,97.29887100865334,0.6892335279081302,139.2699654516472,1.0,0.6603554809367723,0.28092556639649097,1.1190442823089342,68.63005289406165,183.42106063607642
10,training,171212,2,0.0003,0.429324659012889,0.2499094420074473,0.035197130941458765,0.14400402135568102,0.027842392274820823,0.18622167329282716,1.0446105729296071,0.7061312395933906,0.14182599047658317,0.1964311661624903,0.039235697214753784,0.18294541752146026,64.6963465605,178.67208883467964,0.5098098126740681,95.66856923291986,0.6983184540841632,140.06180044876197,1.0,0.6257882258123527,0.2776788333525301,1.0446105729296071,64.6963465605,178.67208883467964
11,training,171212,3,0.0003,0.42864755981885566,0.2493054654935671,0.035146792467604576,0.14399386104489661,0.02790426457465515,0.1735377902643507,1.1755602015392368,0.8112374759312556,0.16697146825656964,0.19714440566881905,0.03758746263117734,0.16927509879484676,70.10666468604546,184.46650720910287,0.46064152455076113,83.91801073946769,0.6427454122315058,127.95580129764221,1.0,0.6490664069334465,0.2893560282082788,1.1755602015392368,70.10666468604546,184.46650720910287
12,training,171212,4,0.0003,0.428200644135909,0.24890756307782427,0.03508898578348905,0.14401461263086837,0.0279025777400682,0.1615815629450522,1.1343379114426504,0.8085278165999438,0.12813453354078735,0.19747170410420128,0.040618551584830256,0.163221677684451,68.6079769593694,183.65297884420713,0.6018894738850101,116.36673357038195,0.7662765632749609,161.12876992394652,1.0,0.6348083735940421,0.28071338900892817,1.1343379114426504,68.6079769593694,183.65297884420713
13,training,171212,5,0.0003,0.4276446279741992,0.24843887100478795,0.03502262136201959,0.14400210619204298,0.027944670332090138,0.15308576751925165,1.1461538857462423,0.783661247118395,0.16484343497722376,0.19745595216976228,0.03909986969384146,0.15415618374314394,68.71917972140454,182.88889581378737,0.4561300598985159,83.34634501989265,0.6397504864369921,126.6301671262781,1.0,0.6314249350511515,0.29207704722640004,1.1461538857462423,68.71917972140454,182.88889581378737
14,training,171212,0,0.0003,0.4274411078207412,0.24828390422462784,0.03500559724322713,0.14398041206561413,0.02798566457632025,0.14320852387727329,0.9990836081330722,0.647866782258492,0.15470651659892382,0.19633630618557063,0.04120873879605905,0.13280495552349736,61.83769757870175,175.37620372653538,0.47954580138109953,87.09598192463326,0.6607769638701309,129.5641963446883,1.0,0.5806784038755459,0.26775838116033085,0.9990836081330722,61.83769757870175,175.37620372653538
