epoch,train_total,train_point,train_quantile,train_decomposition,train_smoothness,train_sparsity,validation_total,validation_point,validation_quantile,validation_decomposition,validation_smoothness,validation_sparsity,validation_mae_aud_per_mwh,validation_rmse_aud_per_mwh,validation_coverage_80,validation_mean_width_80_aud_per_mwh,validation_coverage_90,validation_mean_width_90_aud_per_mwh
0,1.643113259334487,1.1430867149748132,0.05604336872797072,0.4410985336944301,0.02837242209385612,2.856274975816408,1.9182094600986694,1.311280572759852,0.1356382202534002,0.4690351437069915,0.03744213942566705,2.218067048001756,67.51136610553537,188.79846507016808,0.6752603868604784,148.34026520950172,0.8859162183815955,237.01116849050732
1,1.5543038776588851,1.1208254240396458,0.05137731358027115,0.38030591598727975,0.034565639187201284,1.7606644712456245,1.9180891402095601,1.3231033673502495,0.1317846683762508,0.46200303664957343,0.03693477274299766,1.1611514536565182,68.18505258594018,189.64768164787236,0.6907119148449125,156.1816278828545,0.8898267902788906,236.01866426249953
2,1.5407845442329278,1.110923069736998,0.05038150694624533,0.37861620861267664,0.0346918966244637,0.8290675308222738,1.868502323032517,1.2754174007613013,0.1289920588530821,0.46370575487054266,0.03872559745454387,0.3484137522910953,65.31103841630184,186.198773249191,0.6749837854335966,152.756347935683,0.8907138224409599,237.67502998502536
3,1.53596907317402,1.1079571675626252,0.05003999759760517,0.3776340114190082,0.0347378611525543,0.303163751288345,1.8540635663055371,1.26844639861435,0.12337787665193928,0.46191539492339145,0.03983670096561744,0.2840836792689678,63.85457927745627,185.68922821193647,0.701957193544695,157.30139658012737,0.9045057418641028,244.518401968043
4,1.5386473937574923,1.110052324509863,0.049678684318649115,0.3785877564050949,0.035239970577666764,0.29338398071789723,1.8597085590370803,1.2699279820575715,0.12198159557624268,0.4674758831987982,0.04300928292942051,0.2800989665011731,64.72220001040236,185.79764093662064,0.6969926748311778,153.6961748675413,0.9030178169470833,242.55912750431594
5,1.5288339414556946,1.101589618872116,0.049285253637829,0.37763331551461976,0.035543551842103706,0.2902153489796814,1.8507769943849302,1.2584842594545746,0.12167918420215214,0.470297226770353,0.042728271954255326,0.27356217213335743,64.05183637974932,184.9586088505471,0.6662183815955134,148.83608660545667,0.8995555301209416,240.79461025130195
6,1.524514626062586,1.0981510875050864,0.04889088719379193,0.37715076017448923,0.035849980206359496,0.28603595232137874,1.8053060597725723,1.209637525278759,0.11543425739568745,0.47991945746212883,0.04431623982876809,0.27054316353931623,59.94366097636727,181.3335966168464,0.6834678188546793,147.3170183387044,0.904448513982679,241.43084025433023
7,1.5247603083114842,1.0986889737661683,0.04880641537926238,0.3769468517504869,0.036189854103494457,0.2818763644734232,1.8167916057880593,1.2102494446508083,0.11751377232875038,0.4887186328461463,0.0420325158516309,0.26775416612788855,59.921330506141864,181.37946262949075,0.66215997100454,143.93640333719026,0.8947388501011025,236.6292733132082
8,1.5219978973253168,1.096495146530429,0.04865663344151743,0.37652553175707887,0.03656186153667329,0.28401382390895547,1.7657082476880739,1.1530358089246875,0.11174021480282875,0.5006042413479187,0.04788202295011393,0.2801305115311618,57.959511627841124,177.04026316493295,0.6907643737362176,147.9688991427144,0.9092508870321621,252.40096122721616
9,1.5232345359402804,1.0970457180214106,0.048719358733273,0.3771433450209027,0.03658135872596708,0.289537019238598,1.7628643276903058,1.1561374257134158,0.10915813100923659,0.49724395330315246,0.04391841199157357,0.28092438645666845,56.38588099119287,177.27821785773918,0.6772872076609058,141.70509608322843,0.9005474800656214,243.16114328192361
