epoch,stage,train_total,train_point,train_quantile,train_decomposition,train_smoothness,train_sparsity,validation_total,validation_point,validation_quantile,validation_decomposition,validation_smoothness,validation_sparsity,validation_mae_aud_per_mwh,validation_rmse_aud_per_mwh,validation_coverage_80,validation_mean_width_80_aud_per_mwh,validation_coverage_90,validation_mean_width_90_aud_per_mwh,validation_mean_ctf_fusion_weight,validation_mean_dgf_fusion_weight,validation_std_dgf_fusion_weight
9,adapter_training,1.0245591699216154,0.6780392864130111,0.04257752278355273,0.3020974872551889,0.039817501747882796,1.8050557344273002,6.262725751956609,4.608568561578371,0.1753355696775199,1.476907279646849,0.10374529799984769,1.8106074644551338,119.36342210286831,434.6446908300488,0.7001783602304376,249.75937758568682,0.8422179619243829,344.18282568178677,1.0,0.40859352897867296,0.3688750153359016
10,adapter_training,1.024451728189931,0.6779297466305159,0.04257962002939505,0.3020974868150097,0.039817501831480376,1.8050557462970613,6.265244584367288,4.611292022739714,0.17513098363317203,1.476907279646849,0.10374529799984769,1.8106074644551338,120.19326367850688,434.7731006253313,0.7035595742245622,251.16483481559507,0.845894853305864,346.33489748757677,1.0,0.40859352897867296,0.3688750153359016
11,adapter_training,1.0242611636648238,0.6777403467525212,0.04257845307146297,0.3020974873412792,0.03981750186187949,1.8050557453379084,6.270581527913382,4.616659889265228,0.17510004299902268,1.476907279646849,0.10374529799984769,1.8106074644551338,121.50555911491121,435.02608750951674,0.7053336385487009,252.43414989621485,0.8469488001220862,348.2118708062693,1.0,0.40859352897867296,0.3688750153359016
12,adapter_training,1.0242144201134653,0.677693842365858,0.04257821698346264,0.30209748828340866,0.03981750184826068,1.8050557462970613,6.260722298147382,4.606724978203637,0.17517573782965018,1.476907279646849,0.10374529799984769,1.8106074644551338,119.64896395179981,434.55774483283244,0.701380145740338,250.2998318111313,0.8441637098927931,345.0436712073414,1.0,0.40859352897867296,0.3688750153359016
13,adapter_training,1.0241715593125404,0.677649761014572,0.042579437086287746,0.3020974873553844,0.03981750176776382,1.805055740182218,6.265075300011221,4.611087200692661,0.17516649360001543,1.476907279646849,0.10374529799984769,1.8106074644551338,120.76738280132268,434.76344188055435,0.7038886345427492,251.88490305015665,0.8459950020983557,347.1743081536616,1.0,0.40859352897867296,0.3688750153359016
14,adapter_training,1.0240794090394858,0.6775592924713021,0.04257776037029037,0.30209748729701813,0.0398175019065054,1.8050557432055927,6.264907390143583,4.611009528244116,0.17507631842657126,1.476907279646849,0.10374529799984769,1.8106074644551338,120.88804847857293,434.7597817180658,0.7042653847621227,251.9812416803477,0.8460903819007287,347.2747336966112,1.0,0.40859352897867296,0.3688750153359016
15,adapter_training,1.0240041560397364,0.6774831784411015,0.04257861332515508,0.3020974880830177,0.03981750172952173,1.8050557371938631,6.261693916351023,4.607622321559926,0.17524996866169654,1.476907279646849,0.10374529799984769,1.8106074644551338,120.43126592395606,434.60007033694734,0.7026820800427301,251.4383040964433,0.8446787608256076,346.3729549229093,1.0,0.40859352897867296,0.3688750153359016
16,adapter_training,1.0239737918103262,0.6774526076625746,0.04257882285247336,0.30209748735100694,0.03981750177797792,1.805055732429227,6.260257016710917,4.606126518600065,0.1753089838083827,1.476907279646849,0.10374529799984769,1.8106074644551338,120.28516752046492,434.52951641208665,0.7023053298233566,251.3553548531032,0.8444546182900309,346.12429169319415,1.0,0.40859352897867296,0.3688750153359016
17,adapter_training,1.0239335100287321,0.6774096462454333,0.042581508326171115,0.30209748889163424,0.03981750171374459,1.8050557467776107,6.26418589081121,4.610317943748387,0.17504638680586815,1.476907279646849,0.10374529799984769,1.8106074644551338,121.18390932301801,434.7271823448734,0.7060632940368547,252.8667236225666,0.8471204837663576,348.2517769704275,1.0,0.40859352897867296,0.3688750153359016
18,adapter_training,1.0239014928193206,0.677379358739992,0.042579778635698166,0.3020974877938613,0.039817501790380766,1.8050557390849313,6.269274582393289,4.615305421119446,0.17514763523822274,1.476907279646849,0.10374529799984769,1.8106074644551338,122.30699330672236,434.962251938305,0.7058296135210408,253.5287490000024,0.8466960436457975,349.38057748297473,1.0,0.40859352897867296,0.3688750153359016
19,adapter_training,1.0237459820963144,0.6772232116958412,0.042580410177493505,0.30209748773768375,0.03981750183141958,1.8050557584022333,6.2670377121970295,4.6130302735103665,0.17518584104462703,1.476907279646849,0.10374529799984769,1.8106074644551338,122.01999283608265,434.85503061950146,0.7054576322917859,253.35699348555949,0.8462620655450002,348.9639699815917,1.0,0.40859352897867296,0.3688750153359016
20,adapter_training,1.023777435173488,0.6772565084235792,0.042578566349094245,0.30209748673135134,0.03981750163595325,1.8050557383339516,6.260530357164978,4.606709090228094,0.17499961076297707,1.476907279646849,0.10374529799984769,1.8106074644551338,120.81571407579357,434.5569869488361,0.7052811796573958,252.43546805626096,0.847664148639884,347.7516854654296,1.0,0.40859352897867296,0.3688750153359016
21,adapter_training,1.023774557735988,0.6772541916396851,0.04257800655858001,0.3020974881890498,0.039817501819594314,1.8050557392697582,6.26108595895845,4.607098059907608,0.1751662345539791,1.476907279646849,0.10374529799984769,1.8106074644551338,121.12509804373045,434.5753327186479,0.7038314066613254,252.5193738174395,0.8454704131853039,347.6852241484968,1.0,0.40859352897867296,0.3688750153359016
22,adapter_training,1.023672209890126,0.6771523653300877,0.042577487780974844,0.30209748908448625,0.03981750197411303,1.8050557354662204,6.262407519323228,4.608603640685566,0.17498229409575367,1.476907279646849,0.10374529799984769,1.8106074644551338,121.44509525014546,434.64635441582453,0.7049998092403953,252.9546500336214,0.8469297241616115,348.5252920410324,1.0,0.40859352897867296,0.3688750153359016
23,adapter_training,1.023625481194452,0.6771058183310353,0.04257729481622075,0.3020974879456137,0.03981750168675017,1.8050557384934862,6.266014350346451,4.612321699012352,0.17487095526287508,1.476907279646849,0.10374529799984769,1.8106074644551338,122.19050899058959,434.8216386841852,0.7078421273511122,254.1791867932953,0.8488993170806151,350.2368936229064,1.0,0.40859352897867296,0.3688750153359016
24,adapter_training,1.0235990373062946,0.6770802637076652,0.04257641019085586,0.3020974870151575,0.039817501865922575,1.805055738145234,6.262669824913981,4.608731933678296,0.17511630530121725,1.476907279646849,0.10374529799984769,1.8106074644551338,121.6978743791371,434.6523979111798,0.7053097935981076,253.35254526591294,0.8466149708137805,348.8730150568941,1.0,0.40859352897867296,0.3688750153359016
25,adapter_training,1.0235974407893718,0.6770795367973924,0.04257554420838839,0.30209748686170274,0.039817501883341266,1.8050557381607983,6.26308958255939,4.609147476228299,0.17512052064136657,1.476907279646849,0.10374529799984769,1.8106074644551338,121.8753064821306,434.67199282249936,0.7051285719735989,253.47733407044038,0.8462143756438136,349.02964121098967,1.0,0.40859352897867296,0.3688750153359016
26,adapter_training,1.023544386290676,0.6770260421929142,0.04257598028580137,0.3020974871112187,0.039817501983050375,1.8050557324778655,6.265546651527881,4.61157196202983,0.17515319860815878,1.476907279646849,0.10374529799984769,1.8106074644551338,122.41543026872067,434.7862833431375,0.7045658311395979,253.71839601425688,0.8458137804738468,349.4882343052535,1.0,0.40859352897867296,0.3688750153359016
27,adapter_training,1.0234997244718822,0.6769803967282193,0.0425769685409079,0.30209748737192155,0.039817501684531034,1.8050557448281759,6.260781328651457,4.606826655033716,0.17513313764914967,1.476907279646849,0.10374529799984769,1.8106074644551338,121.6595880322789,434.5625425383541,0.7040126282858342,253.08309892629168,0.8458042424936095,348.57161912877706,1.0,0.40859352897867296,0.3688750153359016
28,adapter_training,1.0234238186902305,0.676907225778158,0.042574234400684766,0.30209748848769075,0.039817501750132336,1.8050557398884408,6.260195372935098,4.606449525211085,0.17492420341884762,1.476907279646849,0.10374529799984769,1.8106074644551338,121.51045124184503,434.5447598377847,0.706320819503262,253.5318754456025,0.8487324024264622,349.32179178112244,1.0,0.40859352897867296,0.3688750153359016
29,adapter_training,1.0234633631657832,0.6769485936582195,0.04257240636894391,0.3020974884551029,0.039817501770074155,1.8050557379584617,6.258719302158723,4.604747957116893,0.17514977059662307,1.476907279646849,0.10374529799984769,1.8106074644551338,121.37521553599872,434.46448435652565,0.7038600206020373,252.9664038431503,0.8456420968295754,348.24583048684235,1.0,0.40859352897867296,0.3688750153359016
